2026-04-06T12:22:10 | INFO     | GPS-D1               | Sensor iniciado | intersección=INT-D1 | intervalo=10s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | GPS-D1               | [Publicado] velocidad= 25.6 km/h | nivel=NORMAL
2026-04-06T12:30:51 | INFO     | GPS-D1               | [Publicado] velocidad=  9.6 km/h | nivel=ALTA
2026-04-06T12:31:01 | INFO     | GPS-D1               | [Publicado] velocidad= 30.8 km/h | nivel=NORMAL
2026-04-06T12:31:11 | INFO     | GPS-D1               | [Publicado] velocidad= 37.7 km/h | nivel=NORMAL
2026-04-06T12:31:21 | INFO     | GPS-D1               | [Publicado] velocidad= 25.5 km/h | nivel=NORMAL
2026-04-06T12:31:31 | INFO     | GPS-D1               | [Publicado] velocidad= 41.2 km/h | nivel=BAJA
2026-04-06T12:31:41 | INFO     | GPS-D1               | [Publicado] velocidad= 36.9 km/h | nivel=NORMAL
2026-04-06T12:31:51 | INFO     | GPS-D1               | [Publicado] velocidad= 22.1 km/h | nivel=NORMAL
2026-04-06T12:32:01 | INFO     | GPS-D1               | [Publicado] velocidad= 25.7 km/h | nivel=NORMAL
2026-04-06T12:32:11 | INFO     | GPS-D1               | [Publicado] velocidad= 35.8 km/h | nivel=NORMAL
2026-04-06T12:32:21 | INFO     | GPS-D1               | [Publicado] velocidad= 21.7 km/h | nivel=NORMAL
2026-04-06T12:32:31 | INFO     | GPS-D1               | [Publicado] velocidad= 40.9 km/h | nivel=BAJA
2026-04-06T12:32:41 | INFO     | GPS-D1               | [Publicado] velocidad= 29.3 km/h | nivel=NORMAL
2026-04-06T12:32:51 | INFO     | GPS-D1               | [Publicado] velocidad= 28.6 km/h | nivel=NORMAL
2026-04-06T12:33:01 | INFO     | GPS-D1               | [Publicado] velocidad= 24.6 km/h | nivel=NORMAL
2026-04-06T12:33:11 | INFO     | GPS-D1               | [Publicado] velocidad= 35.2 km/h | nivel=NORMAL
2026-04-06T12:33:21 | INFO     | GPS-D1               | [Publicado] velocidad= 25.2 km/h | nivel=NORMAL
2026-04-06T12:33:31 | INFO     | GPS-D1               | [Publicado] velocidad= 27.2 km/h | nivel=NORMAL
2026-04-06T12:33:41 | INFO     | GPS-D1               | [Publicado] velocidad= 21.3 km/h | nivel=NORMAL
2026-04-06T12:33:51 | INFO     | GPS-D1               | [Publicado] velocidad= 35.6 km/h | nivel=NORMAL
2026-04-06T12:34:01 | INFO     | GPS-D1               | [Publicado] velocidad= 17.3 km/h | nivel=NORMAL
2026-04-06T12:34:11 | INFO     | GPS-D1               | [Publicado] velocidad= 17.0 km/h | nivel=NORMAL
2026-04-06T12:34:21 | INFO     | GPS-D1               | [Publicado] velocidad= 37.7 km/h | nivel=NORMAL
2026-04-06T12:34:31 | INFO     | GPS-D1               | [Publicado] velocidad= 39.8 km/h | nivel=BAJA
2026-04-06T12:34:41 | INFO     | GPS-D1               | [Publicado] velocidad= 36.3 km/h | nivel=NORMAL
2026-04-06T12:34:51 | INFO     | GPS-D1               | [Publicado] velocidad= 28.7 km/h | nivel=NORMAL
2026-04-06T12:35:01 | INFO     | GPS-D1               | [Publicado] velocidad= 12.9 km/h | nivel=NORMAL
2026-04-06T12:35:11 | INFO     | GPS-D1               | [Publicado] velocidad= 30.6 km/h | nivel=NORMAL
2026-04-06T12:35:21 | INFO     | GPS-D1               | [Publicado] velocidad= 48.7 km/h | nivel=BAJA
2026-04-06T12:35:31 | INFO     | GPS-D1               | [Publicado] velocidad= 36.7 km/h | nivel=NORMAL
2026-04-06T12:35:41 | INFO     | GPS-D1               | [Publicado] velocidad= 36.5 km/h | nivel=NORMAL
2026-04-06T12:35:51 | INFO     | GPS-D1               | [Publicado] velocidad= 17.6 km/h | nivel=NORMAL
2026-04-06T12:36:01 | INFO     | GPS-D1               | [Publicado] velocidad= 23.1 km/h | nivel=NORMAL
2026-04-06T12:36:11 | INFO     | GPS-D1               | [Publicado] velocidad= 28.4 km/h | nivel=NORMAL
2026-04-06T12:36:21 | INFO     | GPS-D1               | [Publicado] velocidad= 19.1 km/h | nivel=NORMAL
2026-04-06T12:36:31 | INFO     | GPS-D1               | [Publicado] velocidad= 37.4 km/h | nivel=NORMAL
2026-04-06T12:36:41 | INFO     | GPS-D1               | [Publicado] velocidad= 33.1 km/h | nivel=NORMAL
2026-04-06T12:36:51 | INFO     | GPS-D1               | [Publicado] velocidad= 38.7 km/h | nivel=NORMAL
2026-04-06T12:37:01 | INFO     | GPS-D1               | [Publicado] velocidad= 32.4 km/h | nivel=NORMAL
2026-04-06T12:37:11 | INFO     | GPS-D1               | [Publicado] velocidad= 10.3 km/h | nivel=NORMAL
2026-04-06T12:37:21 | INFO     | GPS-D1               | [Publicado] velocidad= 30.1 km/h | nivel=NORMAL
2026-04-06T12:37:31 | INFO     | GPS-D1               | [Publicado] velocidad= 43.1 km/h | nivel=BAJA
2026-04-06T12:37:41 | INFO     | GPS-D1               | [Publicado] velocidad= 24.1 km/h | nivel=NORMAL
2026-04-06T12:37:51 | INFO     | GPS-D1               | [Publicado] velocidad= 30.0 km/h | nivel=NORMAL
2026-04-06T12:38:01 | INFO     | GPS-D1               | [Publicado] velocidad= 24.5 km/h | nivel=NORMAL
2026-04-06T12:38:11 | INFO     | GPS-D1               | [Publicado] velocidad= 37.6 km/h | nivel=NORMAL
2026-04-06T12:38:21 | INFO     | GPS-D1               | [Publicado] velocidad= 41.4 km/h | nivel=BAJA
2026-04-06T12:38:31 | INFO     | GPS-D1               | [Publicado] velocidad= 11.3 km/h | nivel=NORMAL
2026-04-06T12:38:41 | INFO     | GPS-D1               | [Publicado] velocidad= 22.8 km/h | nivel=NORMAL
2026-04-06T12:38:51 | INFO     | GPS-D1               | [Publicado] velocidad= 22.0 km/h | nivel=NORMAL
2026-04-06T12:39:01 | INFO     | GPS-D1               | [Publicado] velocidad= 25.5 km/h | nivel=NORMAL
2026-04-06T12:39:11 | INFO     | GPS-D1               | [Publicado] velocidad= 22.3 km/h | nivel=NORMAL
2026-04-06T12:39:21 | INFO     | GPS-D1               | [Publicado] velocidad= 41.3 km/h | nivel=BAJA
2026-04-06T12:39:31 | INFO     | GPS-D1               | [Publicado] velocidad= 35.6 km/h | nivel=NORMAL
2026-04-06T12:39:41 | INFO     | GPS-D1               | [Publicado] velocidad= 15.5 km/h | nivel=NORMAL
2026-04-06T12:39:51 | INFO     | GPS-D1               | [Publicado] velocidad= 35.7 km/h | nivel=NORMAL
2026-04-06T12:40:01 | INFO     | GPS-D1               | [Publicado] velocidad= 25.6 km/h | nivel=NORMAL
2026-04-06T12:40:11 | INFO     | GPS-D1               | [Publicado] velocidad=  8.1 km/h | nivel=ALTA
2026-04-06T12:40:21 | INFO     | GPS-D1               | [Publicado] velocidad= 16.3 km/h | nivel=NORMAL
2026-04-06T12:40:31 | INFO     | GPS-D1               | [Publicado] velocidad= 30.4 km/h | nivel=NORMAL
2026-04-06T12:40:41 | INFO     | GPS-D1               | [Publicado] velocidad= 27.4 km/h | nivel=NORMAL
2026-04-06T12:40:51 | INFO     | GPS-D1               | [Publicado] velocidad= 26.9 km/h | nivel=NORMAL
2026-04-06T12:41:01 | INFO     | GPS-D1               | [Publicado] velocidad= 35.6 km/h | nivel=NORMAL
2026-04-06T12:41:11 | INFO     | GPS-D1               | [Publicado] velocidad= 37.5 km/h | nivel=NORMAL
2026-04-06T12:41:21 | INFO     | GPS-D1               | [Publicado] velocidad= 16.0 km/h | nivel=NORMAL
2026-04-06T12:41:31 | INFO     | GPS-D1               | [Publicado] velocidad= 15.9 km/h | nivel=NORMAL
