2026-04-06T12:22:10 | INFO     | CAM-D3               | Sensor iniciado | intersección=INT-D3 | intervalo=5s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | CAM-D3               | [Publicado] vol= 20 veh | vel= 18.3 km/h | semáforo=ROJO
2026-04-06T12:24:20 | INFO     | CAM-D3               | [Publicado] vol= 22 veh | vel= 18.5 km/h | semáforo=ROJO
2026-04-06T12:24:25 | INFO     | CAM-D3               | [Publicado] vol=  3 veh | vel= 44.4 km/h | semáforo=ROJO
2026-04-06T12:24:30 | INFO     | CAM-D3               | [Publicado] vol= 25 veh | vel= 11.9 km/h | semáforo=ROJO
2026-04-06T12:24:35 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 47.8 km/h | semáforo=VERDE
2026-04-06T12:24:40 | INFO     | CAM-D3               | [Publicado] vol=  8 veh | vel= 43.2 km/h | semáforo=VERDE
2026-04-06T12:24:45 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 28.3 km/h | semáforo=VERDE
2026-04-06T12:24:50 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 40.0 km/h | semáforo=VERDE
2026-04-06T12:24:55 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 48.0 km/h | semáforo=VERDE
2026-04-06T12:25:00 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 49.2 km/h | semáforo=VERDE
2026-04-06T12:25:05 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 44.3 km/h | semáforo=ROJO
2026-04-06T12:25:10 | INFO     | CAM-D3               | [Publicado] vol=  8 veh | vel= 36.1 km/h | semáforo=ROJO
2026-04-06T12:25:15 | INFO     | CAM-D3               | [Publicado] vol= 17 veh | vel= 22.2 km/h | semáforo=ROJO
2026-04-06T12:25:20 | INFO     | CAM-D3               | [Publicado] vol= 21 veh | vel= 15.8 km/h | semáforo=ROJO
2026-04-06T12:25:25 | INFO     | CAM-D3               | [Publicado] vol= 13 veh | vel= 31.7 km/h | semáforo=ROJO
2026-04-06T12:25:30 | INFO     | CAM-D3               | [Publicado] vol= 17 veh | vel= 24.6 km/h | semáforo=ROJO
2026-04-06T12:25:35 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 28.4 km/h | semáforo=VERDE
2026-04-06T12:25:40 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 47.0 km/h | semáforo=VERDE
2026-04-06T12:25:45 | INFO     | CAM-D3               | [Publicado] vol=  3 veh | vel= 48.5 km/h | semáforo=VERDE
2026-04-06T12:25:50 | INFO     | CAM-D3               | [Publicado] vol=  8 veh | vel= 44.9 km/h | semáforo=VERDE
2026-04-06T12:25:55 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 46.3 km/h | semáforo=VERDE
2026-04-06T12:26:00 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 31.2 km/h | semáforo=VERDE
2026-04-06T12:26:05 | INFO     | CAM-D3               | [Publicado] vol= 21 veh | vel= 18.4 km/h | semáforo=ROJO
2026-04-06T12:26:10 | INFO     | CAM-D3               | [Publicado] vol=  6 veh | vel= 38.3 km/h | semáforo=ROJO
2026-04-06T12:26:15 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 47.8 km/h | semáforo=ROJO
2026-04-06T12:26:20 | INFO     | CAM-D3               | [Publicado] vol= 25 veh | vel= 11.6 km/h | semáforo=ROJO
2026-04-06T12:26:25 | INFO     | CAM-D3               | [Publicado] vol= 11 veh | vel= 30.5 km/h | semáforo=ROJO
2026-04-06T12:26:30 | INFO     | CAM-D3               | [Publicado] vol= 15 veh | vel= 25.2 km/h | semáforo=ROJO
2026-04-06T12:26:35 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 38.9 km/h | semáforo=VERDE
2026-04-06T12:26:40 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 29.6 km/h | semáforo=VERDE
2026-04-06T12:26:45 | INFO     | CAM-D3               | [Publicado] vol=  3 veh | vel= 30.3 km/h | semáforo=VERDE
2026-04-06T12:26:50 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 35.6 km/h | semáforo=VERDE
2026-04-06T12:26:55 | INFO     | CAM-D3               | [Publicado] vol=  8 veh | vel= 29.6 km/h | semáforo=VERDE
2026-04-06T12:27:00 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 39.8 km/h | semáforo=VERDE
2026-04-06T12:27:05 | INFO     | CAM-D3               | [Publicado] vol= 18 veh | vel= 22.5 km/h | semáforo=ROJO
2026-04-06T12:27:10 | INFO     | CAM-D3               | [Publicado] vol= 21 veh | vel= 18.7 km/h | semáforo=ROJO
2026-04-06T12:27:15 | INFO     | CAM-D3               | [Publicado] vol= 16 veh | vel= 28.6 km/h | semáforo=ROJO
2026-04-06T12:27:21 | INFO     | CAM-D3               | [Publicado] vol= 18 veh | vel= 22.2 km/h | semáforo=ROJO
2026-04-06T12:27:26 | INFO     | CAM-D3               | [Publicado] vol= 11 veh | vel= 34.5 km/h | semáforo=ROJO
2026-04-06T12:27:31 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 44.9 km/h | semáforo=ROJO
2026-04-06T12:27:36 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 31.5 km/h | semáforo=VERDE
2026-04-06T12:27:41 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 30.6 km/h | semáforo=VERDE
2026-04-06T12:27:46 | INFO     | CAM-D3               | [Publicado] vol=  8 veh | vel= 43.3 km/h | semáforo=VERDE
2026-04-06T12:27:51 | INFO     | CAM-D3               | [Publicado] vol=  8 veh | vel= 37.0 km/h | semáforo=VERDE
2026-04-06T12:27:56 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 38.0 km/h | semáforo=VERDE
2026-04-06T12:28:01 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 44.7 km/h | semáforo=VERDE
2026-04-06T12:28:06 | INFO     | CAM-D3               | [Publicado] vol= 15 veh | vel= 30.1 km/h | semáforo=ROJO
2026-04-06T12:28:11 | INFO     | CAM-D3               | [Publicado] vol= 25 veh | vel= 10.0 km/h | semáforo=ROJO
2026-04-06T12:28:16 | INFO     | CAM-D3               | [Publicado] vol= 24 veh | vel= 11.3 km/h | semáforo=ROJO
2026-04-06T12:28:21 | INFO     | CAM-D3               | [Publicado] vol=  6 veh | vel= 42.8 km/h | semáforo=ROJO
2026-04-06T12:28:26 | INFO     | CAM-D3               | [Publicado] vol= 21 veh | vel= 17.2 km/h | semáforo=ROJO
2026-04-06T12:28:31 | INFO     | CAM-D3               | [Publicado] vol= 15 veh | vel= 26.5 km/h | semáforo=ROJO
2026-04-06T12:28:36 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 46.9 km/h | semáforo=VERDE
2026-04-06T12:28:41 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 36.8 km/h | semáforo=VERDE
2026-04-06T12:28:46 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 38.9 km/h | semáforo=VERDE
2026-04-06T12:28:51 | INFO     | CAM-D3               | [Publicado] vol=  0 veh | vel= 47.7 km/h | semáforo=VERDE
2026-04-06T12:28:56 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 34.8 km/h | semáforo=VERDE
2026-04-06T12:29:01 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 47.9 km/h | semáforo=VERDE
2026-04-06T12:29:06 | INFO     | CAM-D3               | [Publicado] vol= 22 veh | vel= 19.2 km/h | semáforo=ROJO
2026-04-06T12:29:11 | INFO     | CAM-D3               | [Publicado] vol= 23 veh | vel= 13.1 km/h | semáforo=ROJO
2026-04-06T12:29:16 | INFO     | CAM-D3               | [Publicado] vol= 17 veh | vel= 27.2 km/h | semáforo=ROJO
2026-04-06T12:29:21 | INFO     | CAM-D3               | [Publicado] vol= 12 veh | vel= 34.2 km/h | semáforo=ROJO
2026-04-06T12:29:26 | INFO     | CAM-D3               | [Publicado] vol=  8 veh | vel= 36.9 km/h | semáforo=ROJO
2026-04-06T12:29:31 | INFO     | CAM-D3               | [Publicado] vol=  9 veh | vel= 34.7 km/h | semáforo=ROJO
2026-04-06T12:29:36 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 26.7 km/h | semáforo=VERDE
2026-04-06T12:29:41 | INFO     | CAM-D3               | [Publicado] vol=  3 veh | vel= 36.0 km/h | semáforo=VERDE
2026-04-06T12:29:46 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 32.4 km/h | semáforo=VERDE
2026-04-06T12:29:51 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 37.3 km/h | semáforo=VERDE
2026-04-06T12:29:56 | INFO     | CAM-D3               | [Publicado] vol=  6 veh | vel= 37.3 km/h | semáforo=VERDE
2026-04-06T12:30:01 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 46.8 km/h | semáforo=VERDE
2026-04-06T12:30:06 | INFO     | CAM-D3               | [Publicado] vol= 17 veh | vel= 22.1 km/h | semáforo=ROJO
2026-04-06T12:30:11 | INFO     | CAM-D3               | [Publicado] vol= 20 veh | vel= 21.9 km/h | semáforo=ROJO
2026-04-06T12:30:16 | INFO     | CAM-D3               | [Publicado] vol= 20 veh | vel= 17.7 km/h | semáforo=ROJO
2026-04-06T12:30:21 | INFO     | CAM-D3               | [Publicado] vol=  0 veh | vel= 48.3 km/h | semáforo=ROJO
2026-04-06T12:30:26 | INFO     | CAM-D3               | [Publicado] vol= 19 veh | vel= 21.4 km/h | semáforo=ROJO
2026-04-06T12:30:31 | INFO     | CAM-D3               | [Publicado] vol=  0 veh | vel= 52.5 km/h | semáforo=ROJO
2026-04-06T12:30:36 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 35.2 km/h | semáforo=VERDE
2026-04-06T12:30:41 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 29.5 km/h | semáforo=VERDE
2026-04-06T12:30:46 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 26.7 km/h | semáforo=VERDE
2026-04-06T12:30:51 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 43.8 km/h | semáforo=VERDE
2026-04-06T12:30:56 | INFO     | CAM-D3               | [Publicado] vol=  6 veh | vel= 30.5 km/h | semáforo=VERDE
2026-04-06T12:31:01 | INFO     | CAM-D3               | [Publicado] vol=  6 veh | vel= 40.2 km/h | semáforo=VERDE
2026-04-06T12:31:06 | INFO     | CAM-D3               | [Publicado] vol= 20 veh | vel= 20.4 km/h | semáforo=ROJO
2026-04-06T12:31:11 | INFO     | CAM-D3               | [Publicado] vol= 23 veh | vel= 16.2 km/h | semáforo=ROJO
2026-04-06T12:31:16 | INFO     | CAM-D3               | [Publicado] vol= 12 veh | vel= 30.3 km/h | semáforo=ROJO
2026-04-06T12:31:21 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 45.1 km/h | semáforo=ROJO
2026-04-06T12:31:26 | INFO     | CAM-D3               | [Publicado] vol= 11 veh | vel= 32.5 km/h | semáforo=ROJO
2026-04-06T12:31:31 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 41.8 km/h | semáforo=ROJO
2026-04-06T12:31:36 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 49.1 km/h | semáforo=VERDE
2026-04-06T12:31:41 | INFO     | CAM-D3               | [Publicado] vol=  8 veh | vel= 33.6 km/h | semáforo=VERDE
2026-04-06T12:31:46 | INFO     | CAM-D3               | [Publicado] vol=  3 veh | vel= 39.0 km/h | semáforo=VERDE
2026-04-06T12:31:51 | INFO     | CAM-D3               | [Publicado] vol=  0 veh | vel= 39.2 km/h | semáforo=VERDE
2026-04-06T12:31:56 | INFO     | CAM-D3               | [Publicado] vol=  0 veh | vel= 38.2 km/h | semáforo=VERDE
2026-04-06T12:32:01 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 40.1 km/h | semáforo=VERDE
2026-04-06T12:32:06 | INFO     | CAM-D3               | [Publicado] vol= 14 veh | vel= 31.1 km/h | semáforo=ROJO
2026-04-06T12:32:11 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 48.4 km/h | semáforo=ROJO
2026-04-06T12:32:16 | INFO     | CAM-D3               | [Publicado] vol= 13 veh | vel= 27.8 km/h | semáforo=ROJO
2026-04-06T12:32:21 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 42.5 km/h | semáforo=ROJO
2026-04-06T12:32:26 | INFO     | CAM-D3               | [Publicado] vol= 20 veh | vel= 17.2 km/h | semáforo=ROJO
2026-04-06T12:32:31 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 45.1 km/h | semáforo=ROJO
2026-04-06T12:32:36 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 47.5 km/h | semáforo=VERDE
2026-04-06T12:32:41 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 36.8 km/h | semáforo=VERDE
2026-04-06T12:32:46 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 33.6 km/h | semáforo=VERDE
2026-04-06T12:32:51 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 31.5 km/h | semáforo=VERDE
2026-04-06T12:32:56 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 44.4 km/h | semáforo=VERDE
2026-04-06T12:33:01 | INFO     | CAM-D3               | [Publicado] vol=  6 veh | vel= 39.2 km/h | semáforo=VERDE
2026-04-06T12:33:06 | INFO     | CAM-D3               | [Publicado] vol= 11 veh | vel= 30.8 km/h | semáforo=ROJO
2026-04-06T12:33:11 | INFO     | CAM-D3               | [Publicado] vol=  9 veh | vel= 36.3 km/h | semáforo=ROJO
2026-04-06T12:33:16 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 44.4 km/h | semáforo=ROJO
2026-04-06T12:33:21 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 39.0 km/h | semáforo=ROJO
2026-04-06T12:33:26 | INFO     | CAM-D3               | [Publicado] vol= 24 veh | vel= 16.7 km/h | semáforo=ROJO
2026-04-06T12:33:31 | INFO     | CAM-D3               | [Publicado] vol= 16 veh | vel= 25.7 km/h | semáforo=ROJO
2026-04-06T12:33:36 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 49.6 km/h | semáforo=VERDE
2026-04-06T12:33:41 | INFO     | CAM-D3               | [Publicado] vol=  3 veh | vel= 48.6 km/h | semáforo=VERDE
2026-04-06T12:33:46 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 31.1 km/h | semáforo=VERDE
2026-04-06T12:33:51 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 34.4 km/h | semáforo=VERDE
2026-04-06T12:33:56 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 35.5 km/h | semáforo=VERDE
2026-04-06T12:34:01 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 30.0 km/h | semáforo=VERDE
2026-04-06T12:34:06 | INFO     | CAM-D3               | [Publicado] vol= 17 veh | vel= 21.7 km/h | semáforo=ROJO
2026-04-06T12:34:11 | INFO     | CAM-D3               | [Publicado] vol= 22 veh | vel= 18.8 km/h | semáforo=ROJO
2026-04-06T12:34:16 | INFO     | CAM-D3               | [Publicado] vol= 11 veh | vel= 31.3 km/h | semáforo=ROJO
2026-04-06T12:34:21 | INFO     | CAM-D3               | [Publicado] vol=  3 veh | vel= 43.0 km/h | semáforo=ROJO
2026-04-06T12:34:26 | INFO     | CAM-D3               | [Publicado] vol= 25 veh | vel= 10.0 km/h | semáforo=ROJO
2026-04-06T12:34:31 | INFO     | CAM-D3               | [Publicado] vol= 13 veh | vel= 31.0 km/h | semáforo=ROJO
2026-04-06T12:34:36 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 42.4 km/h | semáforo=VERDE
2026-04-06T12:34:41 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 41.6 km/h | semáforo=VERDE
2026-04-06T12:34:46 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 37.5 km/h | semáforo=VERDE
2026-04-06T12:34:51 | INFO     | CAM-D3               | [Publicado] vol=  6 veh | vel= 37.0 km/h | semáforo=VERDE
2026-04-06T12:34:56 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 47.9 km/h | semáforo=VERDE
2026-04-06T12:35:01 | INFO     | CAM-D3               | [Publicado] vol=  3 veh | vel= 37.2 km/h | semáforo=VERDE
2026-04-06T12:35:06 | INFO     | CAM-D3               | [Publicado] vol= 23 veh | vel= 18.5 km/h | semáforo=ROJO
2026-04-06T12:35:11 | INFO     | CAM-D3               | [Publicado] vol= 17 veh | vel= 27.4 km/h | semáforo=ROJO
2026-04-06T12:35:16 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 42.3 km/h | semáforo=ROJO
2026-04-06T12:35:21 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 50.0 km/h | semáforo=ROJO
2026-04-06T12:35:26 | INFO     | CAM-D3               | [Publicado] vol= 13 veh | vel= 33.1 km/h | semáforo=ROJO
2026-04-06T12:35:31 | INFO     | CAM-D3               | [Publicado] vol= 11 veh | vel= 35.5 km/h | semáforo=ROJO
2026-04-06T12:35:36 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 37.4 km/h | semáforo=VERDE
2026-04-06T12:35:41 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 29.9 km/h | semáforo=VERDE
2026-04-06T12:35:46 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 26.0 km/h | semáforo=VERDE
2026-04-06T12:35:51 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 29.9 km/h | semáforo=VERDE
2026-04-06T12:35:56 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 31.7 km/h | semáforo=VERDE
2026-04-06T12:36:01 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 39.4 km/h | semáforo=VERDE
2026-04-06T12:36:06 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 49.8 km/h | semáforo=ROJO
2026-04-06T12:36:11 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 47.5 km/h | semáforo=ROJO
2026-04-06T12:36:16 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 43.4 km/h | semáforo=ROJO
2026-04-06T12:36:21 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 40.1 km/h | semáforo=ROJO
2026-04-06T12:36:26 | INFO     | CAM-D3               | [Publicado] vol=  6 veh | vel= 41.4 km/h | semáforo=ROJO
2026-04-06T12:36:31 | INFO     | CAM-D3               | [Publicado] vol= 23 veh | vel= 13.3 km/h | semáforo=ROJO
2026-04-06T12:36:36 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 47.1 km/h | semáforo=VERDE
2026-04-06T12:36:41 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 31.5 km/h | semáforo=VERDE
2026-04-06T12:36:46 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 50.0 km/h | semáforo=VERDE
2026-04-06T12:36:51 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 28.1 km/h | semáforo=VERDE
2026-04-06T12:36:56 | INFO     | CAM-D3               | [Publicado] vol=  0 veh | vel= 49.6 km/h | semáforo=VERDE
2026-04-06T12:37:01 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 39.9 km/h | semáforo=VERDE
2026-04-06T12:37:06 | INFO     | CAM-D3               | [Publicado] vol= 25 veh | vel= 11.0 km/h | semáforo=ROJO
2026-04-06T12:37:11 | INFO     | CAM-D3               | [Publicado] vol= 18 veh | vel= 22.1 km/h | semáforo=ROJO
2026-04-06T12:37:16 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 41.6 km/h | semáforo=ROJO
2026-04-06T12:37:21 | INFO     | CAM-D3               | [Publicado] vol= 21 veh | vel= 18.4 km/h | semáforo=ROJO
2026-04-06T12:37:26 | INFO     | CAM-D3               | [Publicado] vol= 24 veh | vel= 12.5 km/h | semáforo=ROJO
2026-04-06T12:37:31 | INFO     | CAM-D3               | [Publicado] vol= 13 veh | vel= 32.3 km/h | semáforo=ROJO
2026-04-06T12:37:36 | INFO     | CAM-D3               | [Publicado] vol=  6 veh | vel= 27.3 km/h | semáforo=VERDE
2026-04-06T12:37:41 | INFO     | CAM-D3               | [Publicado] vol=  5 veh | vel= 45.6 km/h | semáforo=VERDE
2026-04-06T12:37:46 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 47.6 km/h | semáforo=VERDE
2026-04-06T12:37:51 | INFO     | CAM-D3               | [Publicado] vol=  0 veh | vel= 32.7 km/h | semáforo=VERDE
2026-04-06T12:37:56 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 37.3 km/h | semáforo=VERDE
2026-04-06T12:38:01 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 29.0 km/h | semáforo=VERDE
2026-04-06T12:38:06 | INFO     | CAM-D3               | [Publicado] vol= 15 veh | vel= 26.7 km/h | semáforo=ROJO
2026-04-06T12:38:11 | INFO     | CAM-D3               | [Publicado] vol= 25 veh | vel= 13.8 km/h | semáforo=ROJO
2026-04-06T12:38:16 | INFO     | CAM-D3               | [Publicado] vol= 22 veh | vel= 14.3 km/h | semáforo=ROJO
2026-04-06T12:38:21 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 40.7 km/h | semáforo=ROJO
2026-04-06T12:38:26 | INFO     | CAM-D3               | [Publicado] vol= 23 veh | vel= 13.6 km/h | semáforo=ROJO
2026-04-06T12:38:31 | INFO     | CAM-D3               | [Publicado] vol= 21 veh | vel= 17.2 km/h | semáforo=ROJO
2026-04-06T12:38:36 | INFO     | CAM-D3               | [Publicado] vol=  0 veh | vel= 27.0 km/h | semáforo=VERDE
2026-04-06T12:38:41 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 45.3 km/h | semáforo=VERDE
2026-04-06T12:38:46 | INFO     | CAM-D3               | [Publicado] vol=  2 veh | vel= 48.9 km/h | semáforo=VERDE
2026-04-06T12:38:51 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 36.5 km/h | semáforo=VERDE
2026-04-06T12:38:56 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 31.7 km/h | semáforo=VERDE
2026-04-06T12:39:01 | INFO     | CAM-D3               | [Publicado] vol=  4 veh | vel= 45.6 km/h | semáforo=VERDE
2026-04-06T12:39:06 | INFO     | CAM-D3               | [Publicado] vol=  8 veh | vel= 37.1 km/h | semáforo=ROJO
2026-04-06T12:39:11 | INFO     | CAM-D3               | [Publicado] vol= 22 veh | vel= 19.5 km/h | semáforo=ROJO
2026-04-06T12:39:16 | INFO     | CAM-D3               | [Publicado] vol= 24 veh | vel= 14.1 km/h | semáforo=ROJO
2026-04-06T12:39:21 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 45.7 km/h | semáforo=ROJO
2026-04-06T12:39:26 | INFO     | CAM-D3               | [Publicado] vol= 10 veh | vel= 36.7 km/h | semáforo=ROJO
2026-04-06T12:39:31 | INFO     | CAM-D3               | [Publicado] vol=  6 veh | vel= 39.7 km/h | semáforo=ROJO
2026-04-06T12:39:36 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 35.0 km/h | semáforo=VERDE
2026-04-06T12:39:41 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 48.9 km/h | semáforo=VERDE
2026-04-06T12:39:46 | INFO     | CAM-D3               | [Publicado] vol=  7 veh | vel= 38.2 km/h | semáforo=VERDE
2026-04-06T12:39:51 | INFO     | CAM-D3               | [Publicado] vol=  8 veh | vel= 46.4 km/h | semáforo=VERDE
2026-04-06T12:39:56 | INFO     | CAM-D3               | [Publicado] vol=  1 veh | vel= 36.0 km/h | semáforo=VERDE
2026-04-06T12:40:01 | INFO     | CAM-D3               | [Publicado] vol=  6 veh | vel= 39.0 km/h | semáforo=VERDE
