2026-04-06T12:22:10 | INFO     | GPS-E5               | Sensor iniciado | intersección=INT-E5 | intervalo=10s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | GPS-E5               | [Publicado] velocidad= 15.4 km/h | nivel=NORMAL
2026-04-06T12:34:31 | INFO     | GPS-E5               | [Publicado] velocidad= 32.4 km/h | nivel=NORMAL
2026-04-06T12:34:41 | INFO     | GPS-E5               | [Publicado] velocidad= 25.2 km/h | nivel=NORMAL
2026-04-06T12:34:51 | INFO     | GPS-E5               | [Publicado] velocidad= 34.6 km/h | nivel=NORMAL
2026-04-06T12:35:01 | INFO     | GPS-E5               | [Publicado] velocidad= 23.7 km/h | nivel=NORMAL
2026-04-06T12:35:11 | INFO     | GPS-E5               | [Publicado] velocidad= 33.2 km/h | nivel=NORMAL
2026-04-06T12:35:21 | INFO     | GPS-E5               | [Publicado] velocidad= 28.2 km/h | nivel=NORMAL
2026-04-06T12:35:31 | INFO     | GPS-E5               | [Publicado] velocidad= 26.4 km/h | nivel=NORMAL
2026-04-06T12:35:41 | INFO     | GPS-E5               | [Publicado] velocidad= 15.3 km/h | nivel=NORMAL
2026-04-06T12:35:51 | INFO     | GPS-E5               | [Publicado] velocidad= 30.1 km/h | nivel=NORMAL
2026-04-06T12:36:01 | INFO     | GPS-E5               | [Publicado] velocidad= 37.2 km/h | nivel=NORMAL
2026-04-06T12:36:11 | INFO     | GPS-E5               | [Publicado] velocidad= 15.6 km/h | nivel=NORMAL
2026-04-06T12:36:21 | INFO     | GPS-E5               | [Publicado] velocidad= 24.0 km/h | nivel=NORMAL
2026-04-06T12:36:31 | INFO     | GPS-E5               | [Publicado] velocidad= 30.8 km/h | nivel=NORMAL
2026-04-06T12:36:41 | INFO     | GPS-E5               | [Publicado] velocidad= 19.3 km/h | nivel=NORMAL
2026-04-06T12:36:51 | INFO     | GPS-E5               | [Publicado] velocidad= 27.5 km/h | nivel=NORMAL
2026-04-06T12:37:01 | INFO     | GPS-E5               | [Publicado] velocidad= 29.6 km/h | nivel=NORMAL
2026-04-06T12:37:11 | INFO     | GPS-E5               | [Publicado] velocidad= 25.4 km/h | nivel=NORMAL
2026-04-06T12:37:21 | INFO     | GPS-E5               | [Publicado] velocidad= 30.5 km/h | nivel=NORMAL
2026-04-06T12:37:31 | INFO     | GPS-E5               | [Publicado] velocidad= 30.3 km/h | nivel=NORMAL
2026-04-06T12:37:41 | INFO     | GPS-E5               | [Publicado] velocidad= 41.7 km/h | nivel=BAJA
2026-04-06T12:37:51 | INFO     | GPS-E5               | [Publicado] velocidad= 39.7 km/h | nivel=BAJA
2026-04-06T12:38:01 | INFO     | GPS-E5               | [Publicado] velocidad= 38.4 km/h | nivel=NORMAL
2026-04-06T12:38:11 | INFO     | GPS-E5               | [Publicado] velocidad= 10.8 km/h | nivel=NORMAL
2026-04-06T12:38:21 | INFO     | GPS-E5               | [Publicado] velocidad= 21.1 km/h | nivel=NORMAL
2026-04-06T12:38:31 | INFO     | GPS-E5               | [Publicado] velocidad= 30.7 km/h | nivel=NORMAL
2026-04-06T12:38:41 | INFO     | GPS-E5               | [Publicado] velocidad= 21.1 km/h | nivel=NORMAL
2026-04-06T12:38:51 | INFO     | GPS-E5               | [Publicado] velocidad= 15.0 km/h | nivel=NORMAL
2026-04-06T12:39:01 | INFO     | GPS-E5               | [Publicado] velocidad= 22.7 km/h | nivel=NORMAL
2026-04-06T12:39:11 | INFO     | GPS-E5               | [Publicado] velocidad= 37.2 km/h | nivel=NORMAL
2026-04-06T12:39:21 | INFO     | GPS-E5               | [Publicado] velocidad= 20.7 km/h | nivel=NORMAL
2026-04-06T12:39:31 | INFO     | GPS-E5               | [Publicado] velocidad= 37.5 km/h | nivel=NORMAL
2026-04-06T12:39:41 | INFO     | GPS-E5               | [Publicado] velocidad= 39.3 km/h | nivel=BAJA
2026-04-06T12:39:51 | INFO     | GPS-E5               | [Publicado] velocidad= 42.7 km/h | nivel=BAJA
2026-04-06T12:40:01 | INFO     | GPS-E5               | [Publicado] velocidad= 22.3 km/h | nivel=NORMAL
2026-04-06T12:40:11 | INFO     | GPS-E5               | [Publicado] velocidad= 37.9 km/h | nivel=NORMAL
2026-04-06T12:40:21 | INFO     | GPS-E5               | [Publicado] velocidad= 34.9 km/h | nivel=NORMAL
2026-04-06T12:40:31 | INFO     | GPS-E5               | [Publicado] velocidad= 35.5 km/h | nivel=NORMAL
2026-04-06T12:40:41 | INFO     | GPS-E5               | [Publicado] velocidad= 36.0 km/h | nivel=NORMAL
2026-04-06T12:40:51 | INFO     | GPS-E5               | [Publicado] velocidad= 32.2 km/h | nivel=NORMAL
2026-04-06T12:41:01 | INFO     | GPS-E5               | [Publicado] velocidad= 35.8 km/h | nivel=NORMAL
2026-04-06T12:41:11 | INFO     | GPS-E5               | [Publicado] velocidad= 35.3 km/h | nivel=NORMAL
2026-04-06T12:41:21 | INFO     | GPS-E5               | [Publicado] velocidad= 12.7 km/h | nivel=NORMAL
2026-04-06T12:41:31 | INFO     | GPS-E5               | [Publicado] velocidad= 24.9 km/h | nivel=NORMAL
