2026-04-06T12:22:10 | INFO     | CAM-A4               | Sensor iniciado | intersección=INT-A4 | intervalo=5s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | CAM-A4               | [Publicado] vol= 24 veh | vel= 11.1 km/h | semáforo=ROJO
2026-04-06T12:25:50 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 27.8 km/h | semáforo=VERDE
2026-04-06T12:25:55 | INFO     | CAM-A4               | [Publicado] vol=  7 veh | vel= 39.2 km/h | semáforo=VERDE
2026-04-06T12:26:00 | INFO     | CAM-A4               | [Publicado] vol=  0 veh | vel= 43.2 km/h | semáforo=VERDE
2026-04-06T12:26:05 | INFO     | CAM-A4               | [Publicado] vol=  7 veh | vel= 40.3 km/h | semáforo=ROJO
2026-04-06T12:26:10 | INFO     | CAM-A4               | [Publicado] vol= 13 veh | vel= 32.8 km/h | semáforo=ROJO
2026-04-06T12:26:15 | INFO     | CAM-A4               | [Publicado] vol= 22 veh | vel= 18.5 km/h | semáforo=ROJO
2026-04-06T12:26:20 | INFO     | CAM-A4               | [Publicado] vol= 18 veh | vel= 20.5 km/h | semáforo=ROJO
2026-04-06T12:26:25 | INFO     | CAM-A4               | [Publicado] vol= 16 veh | vel= 28.2 km/h | semáforo=ROJO
2026-04-06T12:26:30 | INFO     | CAM-A4               | [Publicado] vol=  2 veh | vel= 44.6 km/h | semáforo=ROJO
2026-04-06T12:26:35 | INFO     | CAM-A4               | [Publicado] vol=  7 veh | vel= 39.7 km/h | semáforo=VERDE
2026-04-06T12:26:40 | INFO     | CAM-A4               | [Publicado] vol=  6 veh | vel= 45.2 km/h | semáforo=VERDE
2026-04-06T12:26:45 | INFO     | CAM-A4               | [Publicado] vol=  7 veh | vel= 26.0 km/h | semáforo=VERDE
2026-04-06T12:26:50 | INFO     | CAM-A4               | [Publicado] vol=  2 veh | vel= 48.3 km/h | semáforo=VERDE
2026-04-06T12:26:55 | INFO     | CAM-A4               | [Publicado] vol=  1 veh | vel= 30.0 km/h | semáforo=VERDE
2026-04-06T12:27:00 | INFO     | CAM-A4               | [Publicado] vol=  2 veh | vel= 29.4 km/h | semáforo=VERDE
2026-04-06T12:27:05 | INFO     | CAM-A4               | [Publicado] vol=  9 veh | vel= 37.0 km/h | semáforo=ROJO
2026-04-06T12:27:10 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 44.4 km/h | semáforo=ROJO
2026-04-06T12:27:15 | INFO     | CAM-A4               | [Publicado] vol= 20 veh | vel= 22.8 km/h | semáforo=ROJO
2026-04-06T12:27:20 | INFO     | CAM-A4               | [Publicado] vol=  9 veh | vel= 38.7 km/h | semáforo=ROJO
2026-04-06T12:27:25 | INFO     | CAM-A4               | [Publicado] vol= 23 veh | vel= 16.2 km/h | semáforo=ROJO
2026-04-06T12:27:30 | INFO     | CAM-A4               | [Publicado] vol=  6 veh | vel= 42.3 km/h | semáforo=ROJO
2026-04-06T12:27:35 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 48.1 km/h | semáforo=VERDE
2026-04-06T12:27:40 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 44.7 km/h | semáforo=VERDE
2026-04-06T12:27:45 | INFO     | CAM-A4               | [Publicado] vol=  7 veh | vel= 26.2 km/h | semáforo=VERDE
2026-04-06T12:27:50 | INFO     | CAM-A4               | [Publicado] vol=  0 veh | vel= 45.0 km/h | semáforo=VERDE
2026-04-06T12:27:55 | INFO     | CAM-A4               | [Publicado] vol=  1 veh | vel= 43.9 km/h | semáforo=VERDE
2026-04-06T12:28:00 | INFO     | CAM-A4               | [Publicado] vol=  7 veh | vel= 35.4 km/h | semáforo=VERDE
2026-04-06T12:28:05 | INFO     | CAM-A4               | [Publicado] vol= 25 veh | vel= 12.1 km/h | semáforo=ROJO
2026-04-06T12:28:10 | INFO     | CAM-A4               | [Publicado] vol= 15 veh | vel= 26.9 km/h | semáforo=ROJO
2026-04-06T12:28:15 | INFO     | CAM-A4               | [Publicado] vol= 16 veh | vel= 28.4 km/h | semáforo=ROJO
2026-04-06T12:28:20 | INFO     | CAM-A4               | [Publicado] vol= 11 veh | vel= 33.2 km/h | semáforo=ROJO
2026-04-06T12:28:25 | INFO     | CAM-A4               | [Publicado] vol=  2 veh | vel= 48.9 km/h | semáforo=ROJO
2026-04-06T12:28:30 | INFO     | CAM-A4               | [Publicado] vol=  0 veh | vel= 48.3 km/h | semáforo=ROJO
2026-04-06T12:28:35 | INFO     | CAM-A4               | [Publicado] vol=  6 veh | vel= 48.6 km/h | semáforo=VERDE
2026-04-06T12:28:40 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 41.8 km/h | semáforo=VERDE
2026-04-06T12:28:45 | INFO     | CAM-A4               | [Publicado] vol=  1 veh | vel= 39.2 km/h | semáforo=VERDE
2026-04-06T12:28:50 | INFO     | CAM-A4               | [Publicado] vol=  3 veh | vel= 33.0 km/h | semáforo=VERDE
2026-04-06T12:28:55 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 40.5 km/h | semáforo=VERDE
2026-04-06T12:29:00 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 31.3 km/h | semáforo=VERDE
2026-04-06T12:29:05 | INFO     | CAM-A4               | [Publicado] vol= 10 veh | vel= 34.2 km/h | semáforo=ROJO
2026-04-06T12:29:10 | INFO     | CAM-A4               | [Publicado] vol= 10 veh | vel= 33.3 km/h | semáforo=ROJO
2026-04-06T12:29:15 | INFO     | CAM-A4               | [Publicado] vol=  3 veh | vel= 47.9 km/h | semáforo=ROJO
2026-04-06T12:29:20 | INFO     | CAM-A4               | [Publicado] vol= 18 veh | vel= 23.2 km/h | semáforo=ROJO
2026-04-06T12:29:25 | INFO     | CAM-A4               | [Publicado] vol=  9 veh | vel= 37.9 km/h | semáforo=ROJO
2026-04-06T12:29:30 | INFO     | CAM-A4               | [Publicado] vol= 10 veh | vel= 33.6 km/h | semáforo=ROJO
2026-04-06T12:29:35 | INFO     | CAM-A4               | [Publicado] vol=  0 veh | vel= 47.8 km/h | semáforo=VERDE
2026-04-06T12:29:40 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 44.7 km/h | semáforo=VERDE
2026-04-06T12:29:45 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 36.2 km/h | semáforo=VERDE
2026-04-06T12:29:50 | INFO     | CAM-A4               | [Publicado] vol=  7 veh | vel= 46.1 km/h | semáforo=VERDE
2026-04-06T12:29:55 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 25.3 km/h | semáforo=VERDE
2026-04-06T12:30:00 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 35.0 km/h | semáforo=VERDE
2026-04-06T12:30:05 | INFO     | CAM-A4               | [Publicado] vol= 22 veh | vel= 16.3 km/h | semáforo=ROJO
2026-04-06T12:30:10 | INFO     | CAM-A4               | [Publicado] vol= 13 veh | vel= 33.3 km/h | semáforo=ROJO
2026-04-06T12:30:15 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 45.7 km/h | semáforo=ROJO
2026-04-06T12:30:20 | INFO     | CAM-A4               | [Publicado] vol= 12 veh | vel= 30.3 km/h | semáforo=ROJO
2026-04-06T12:30:25 | INFO     | CAM-A4               | [Publicado] vol= 12 veh | vel= 29.2 km/h | semáforo=ROJO
2026-04-06T12:30:30 | INFO     | CAM-A4               | [Publicado] vol=  9 veh | vel= 35.8 km/h | semáforo=ROJO
2026-04-06T12:30:35 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 43.1 km/h | semáforo=VERDE
2026-04-06T12:30:41 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 29.3 km/h | semáforo=VERDE
2026-04-06T12:30:46 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 37.5 km/h | semáforo=VERDE
2026-04-06T12:30:51 | INFO     | CAM-A4               | [Publicado] vol=  0 veh | vel= 39.2 km/h | semáforo=VERDE
2026-04-06T12:30:56 | INFO     | CAM-A4               | [Publicado] vol=  1 veh | vel= 36.1 km/h | semáforo=VERDE
2026-04-06T12:31:01 | INFO     | CAM-A4               | [Publicado] vol=  1 veh | vel= 27.8 km/h | semáforo=VERDE
2026-04-06T12:31:06 | INFO     | CAM-A4               | [Publicado] vol= 23 veh | vel= 18.0 km/h | semáforo=ROJO
2026-04-06T12:31:11 | INFO     | CAM-A4               | [Publicado] vol= 18 veh | vel= 22.2 km/h | semáforo=ROJO
2026-04-06T12:31:16 | INFO     | CAM-A4               | [Publicado] vol= 25 veh | vel= 10.9 km/h | semáforo=ROJO
2026-04-06T12:31:21 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 44.0 km/h | semáforo=ROJO
2026-04-06T12:31:26 | INFO     | CAM-A4               | [Publicado] vol= 21 veh | vel= 20.5 km/h | semáforo=ROJO
2026-04-06T12:31:31 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 39.7 km/h | semáforo=ROJO
2026-04-06T12:31:36 | INFO     | CAM-A4               | [Publicado] vol=  3 veh | vel= 39.4 km/h | semáforo=VERDE
2026-04-06T12:31:41 | INFO     | CAM-A4               | [Publicado] vol=  6 veh | vel= 25.9 km/h | semáforo=VERDE
2026-04-06T12:31:46 | INFO     | CAM-A4               | [Publicado] vol=  1 veh | vel= 34.1 km/h | semáforo=VERDE
2026-04-06T12:31:51 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 33.0 km/h | semáforo=VERDE
2026-04-06T12:31:56 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 33.9 km/h | semáforo=VERDE
2026-04-06T12:32:01 | INFO     | CAM-A4               | [Publicado] vol=  0 veh | vel= 35.1 km/h | semáforo=VERDE
2026-04-06T12:32:06 | INFO     | CAM-A4               | [Publicado] vol= 17 veh | vel= 23.1 km/h | semáforo=ROJO
2026-04-06T12:32:11 | INFO     | CAM-A4               | [Publicado] vol= 13 veh | vel= 32.9 km/h | semáforo=ROJO
2026-04-06T12:32:16 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 39.0 km/h | semáforo=ROJO
2026-04-06T12:32:21 | INFO     | CAM-A4               | [Publicado] vol= 22 veh | vel= 19.3 km/h | semáforo=ROJO
2026-04-06T12:32:26 | INFO     | CAM-A4               | [Publicado] vol= 17 veh | vel= 22.7 km/h | semáforo=ROJO
2026-04-06T12:32:31 | INFO     | CAM-A4               | [Publicado] vol= 17 veh | vel= 22.6 km/h | semáforo=ROJO
2026-04-06T12:32:36 | INFO     | CAM-A4               | [Publicado] vol=  1 veh | vel= 48.2 km/h | semáforo=VERDE
2026-04-06T12:32:41 | INFO     | CAM-A4               | [Publicado] vol=  1 veh | vel= 49.4 km/h | semáforo=VERDE
2026-04-06T12:32:46 | INFO     | CAM-A4               | [Publicado] vol=  7 veh | vel= 49.4 km/h | semáforo=VERDE
2026-04-06T12:32:51 | INFO     | CAM-A4               | [Publicado] vol=  2 veh | vel= 48.6 km/h | semáforo=VERDE
2026-04-06T12:32:56 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 37.8 km/h | semáforo=VERDE
2026-04-06T12:33:01 | INFO     | CAM-A4               | [Publicado] vol=  1 veh | vel= 45.9 km/h | semáforo=VERDE
2026-04-06T12:33:06 | INFO     | CAM-A4               | [Publicado] vol= 18 veh | vel= 24.2 km/h | semáforo=ROJO
2026-04-06T12:33:11 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 36.4 km/h | semáforo=ROJO
2026-04-06T12:33:16 | INFO     | CAM-A4               | [Publicado] vol= 12 veh | vel= 32.0 km/h | semáforo=ROJO
2026-04-06T12:33:21 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 44.8 km/h | semáforo=ROJO
2026-04-06T12:33:26 | INFO     | CAM-A4               | [Publicado] vol=  1 veh | vel= 51.3 km/h | semáforo=ROJO
2026-04-06T12:33:31 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 43.0 km/h | semáforo=ROJO
2026-04-06T12:33:36 | INFO     | CAM-A4               | [Publicado] vol=  2 veh | vel= 28.5 km/h | semáforo=VERDE
2026-04-06T12:33:41 | INFO     | CAM-A4               | [Publicado] vol=  1 veh | vel= 45.8 km/h | semáforo=VERDE
2026-04-06T12:33:46 | INFO     | CAM-A4               | [Publicado] vol=  1 veh | vel= 49.3 km/h | semáforo=VERDE
2026-04-06T12:33:51 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 39.3 km/h | semáforo=VERDE
2026-04-06T12:33:56 | INFO     | CAM-A4               | [Publicado] vol=  3 veh | vel= 48.4 km/h | semáforo=VERDE
2026-04-06T12:34:01 | INFO     | CAM-A4               | [Publicado] vol=  2 veh | vel= 28.2 km/h | semáforo=VERDE
2026-04-06T12:34:06 | INFO     | CAM-A4               | [Publicado] vol= 13 veh | vel= 32.5 km/h | semáforo=ROJO
2026-04-06T12:34:11 | INFO     | CAM-A4               | [Publicado] vol=  6 veh | vel= 42.3 km/h | semáforo=ROJO
2026-04-06T12:34:16 | INFO     | CAM-A4               | [Publicado] vol= 19 veh | vel= 23.6 km/h | semáforo=ROJO
2026-04-06T12:34:21 | INFO     | CAM-A4               | [Publicado] vol=  9 veh | vel= 37.9 km/h | semáforo=ROJO
2026-04-06T12:34:26 | INFO     | CAM-A4               | [Publicado] vol=  1 veh | vel= 50.9 km/h | semáforo=ROJO
2026-04-06T12:34:31 | INFO     | CAM-A4               | [Publicado] vol= 19 veh | vel= 20.4 km/h | semáforo=ROJO
2026-04-06T12:34:36 | INFO     | CAM-A4               | [Publicado] vol=  6 veh | vel= 49.0 km/h | semáforo=VERDE
2026-04-06T12:34:41 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 30.7 km/h | semáforo=VERDE
2026-04-06T12:34:46 | INFO     | CAM-A4               | [Publicado] vol=  6 veh | vel= 39.0 km/h | semáforo=VERDE
2026-04-06T12:34:51 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 48.0 km/h | semáforo=VERDE
2026-04-06T12:34:56 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 29.7 km/h | semáforo=VERDE
2026-04-06T12:35:01 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 41.0 km/h | semáforo=VERDE
2026-04-06T12:35:06 | INFO     | CAM-A4               | [Publicado] vol=  0 veh | vel= 50.4 km/h | semáforo=ROJO
2026-04-06T12:35:11 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 39.8 km/h | semáforo=ROJO
2026-04-06T12:35:16 | INFO     | CAM-A4               | [Publicado] vol= 16 veh | vel= 25.1 km/h | semáforo=ROJO
2026-04-06T12:35:21 | INFO     | CAM-A4               | [Publicado] vol= 18 veh | vel= 24.5 km/h | semáforo=ROJO
2026-04-06T12:35:26 | INFO     | CAM-A4               | [Publicado] vol= 10 veh | vel= 32.5 km/h | semáforo=ROJO
2026-04-06T12:35:31 | INFO     | CAM-A4               | [Publicado] vol=  6 veh | vel= 40.7 km/h | semáforo=ROJO
2026-04-06T12:35:36 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 42.9 km/h | semáforo=VERDE
2026-04-06T12:35:41 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 38.3 km/h | semáforo=VERDE
2026-04-06T12:35:46 | INFO     | CAM-A4               | [Publicado] vol=  6 veh | vel= 37.7 km/h | semáforo=VERDE
2026-04-06T12:35:51 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 49.2 km/h | semáforo=VERDE
2026-04-06T12:35:56 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 33.4 km/h | semáforo=VERDE
2026-04-06T12:36:01 | INFO     | CAM-A4               | [Publicado] vol=  0 veh | vel= 49.7 km/h | semáforo=VERDE
2026-04-06T12:36:06 | INFO     | CAM-A4               | [Publicado] vol=  0 veh | vel= 50.4 km/h | semáforo=ROJO
2026-04-06T12:36:11 | INFO     | CAM-A4               | [Publicado] vol=  2 veh | vel= 47.7 km/h | semáforo=ROJO
2026-04-06T12:36:16 | INFO     | CAM-A4               | [Publicado] vol= 22 veh | vel= 16.4 km/h | semáforo=ROJO
2026-04-06T12:36:21 | INFO     | CAM-A4               | [Publicado] vol= 23 veh | vel= 14.1 km/h | semáforo=ROJO
2026-04-06T12:36:26 | INFO     | CAM-A4               | [Publicado] vol=  7 veh | vel= 39.2 km/h | semáforo=ROJO
2026-04-06T12:36:31 | INFO     | CAM-A4               | [Publicado] vol= 21 veh | vel= 15.9 km/h | semáforo=ROJO
2026-04-06T12:36:36 | INFO     | CAM-A4               | [Publicado] vol=  7 veh | vel= 38.0 km/h | semáforo=VERDE
2026-04-06T12:36:41 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 44.4 km/h | semáforo=VERDE
2026-04-06T12:36:46 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 48.3 km/h | semáforo=VERDE
2026-04-06T12:36:51 | INFO     | CAM-A4               | [Publicado] vol=  6 veh | vel= 35.4 km/h | semáforo=VERDE
2026-04-06T12:36:56 | INFO     | CAM-A4               | [Publicado] vol=  6 veh | vel= 27.2 km/h | semáforo=VERDE
2026-04-06T12:37:01 | INFO     | CAM-A4               | [Publicado] vol=  6 veh | vel= 25.8 km/h | semáforo=VERDE
2026-04-06T12:37:06 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 38.2 km/h | semáforo=ROJO
2026-04-06T12:37:11 | INFO     | CAM-A4               | [Publicado] vol= 21 veh | vel= 18.7 km/h | semáforo=ROJO
2026-04-06T12:37:16 | INFO     | CAM-A4               | [Publicado] vol= 13 veh | vel= 31.2 km/h | semáforo=ROJO
2026-04-06T12:37:21 | INFO     | CAM-A4               | [Publicado] vol=  7 veh | vel= 38.3 km/h | semáforo=ROJO
2026-04-06T12:37:26 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 45.1 km/h | semáforo=ROJO
2026-04-06T12:37:31 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 47.0 km/h | semáforo=ROJO
2026-04-06T12:37:36 | INFO     | CAM-A4               | [Publicado] vol=  7 veh | vel= 47.1 km/h | semáforo=VERDE
2026-04-06T12:37:41 | INFO     | CAM-A4               | [Publicado] vol=  7 veh | vel= 27.8 km/h | semáforo=VERDE
2026-04-06T12:37:46 | INFO     | CAM-A4               | [Publicado] vol=  3 veh | vel= 39.9 km/h | semáforo=VERDE
2026-04-06T12:37:51 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 32.5 km/h | semáforo=VERDE
2026-04-06T12:37:56 | INFO     | CAM-A4               | [Publicado] vol=  2 veh | vel= 33.7 km/h | semáforo=VERDE
2026-04-06T12:38:01 | INFO     | CAM-A4               | [Publicado] vol=  2 veh | vel= 40.7 km/h | semáforo=VERDE
2026-04-06T12:38:06 | INFO     | CAM-A4               | [Publicado] vol= 16 veh | vel= 23.9 km/h | semáforo=ROJO
2026-04-06T12:38:11 | INFO     | CAM-A4               | [Publicado] vol= 10 veh | vel= 34.8 km/h | semáforo=ROJO
2026-04-06T12:38:16 | INFO     | CAM-A4               | [Publicado] vol=  0 veh | vel= 51.7 km/h | semáforo=ROJO
2026-04-06T12:38:21 | INFO     | CAM-A4               | [Publicado] vol=  5 veh | vel= 39.8 km/h | semáforo=ROJO
2026-04-06T12:38:26 | INFO     | CAM-A4               | [Publicado] vol=  3 veh | vel= 47.2 km/h | semáforo=ROJO
2026-04-06T12:38:31 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 39.0 km/h | semáforo=ROJO
2026-04-06T12:38:36 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 35.9 km/h | semáforo=VERDE
2026-04-06T12:38:41 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 45.1 km/h | semáforo=VERDE
2026-04-06T12:38:46 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 35.2 km/h | semáforo=VERDE
2026-04-06T12:38:51 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 45.9 km/h | semáforo=VERDE
2026-04-06T12:38:56 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 28.6 km/h | semáforo=VERDE
2026-04-06T12:39:01 | INFO     | CAM-A4               | [Publicado] vol=  2 veh | vel= 46.0 km/h | semáforo=VERDE
2026-04-06T12:39:06 | INFO     | CAM-A4               | [Publicado] vol=  9 veh | vel= 37.4 km/h | semáforo=ROJO
2026-04-06T12:39:11 | INFO     | CAM-A4               | [Publicado] vol= 22 veh | vel= 19.5 km/h | semáforo=ROJO
2026-04-06T12:39:16 | INFO     | CAM-A4               | [Publicado] vol= 20 veh | vel= 17.7 km/h | semáforo=ROJO
2026-04-06T12:39:21 | INFO     | CAM-A4               | [Publicado] vol= 21 veh | vel= 19.1 km/h | semáforo=ROJO
2026-04-06T12:39:26 | INFO     | CAM-A4               | [Publicado] vol= 19 veh | vel= 23.8 km/h | semáforo=ROJO
2026-04-06T12:39:31 | INFO     | CAM-A4               | [Publicado] vol= 13 veh | vel= 29.0 km/h | semáforo=ROJO
2026-04-06T12:39:36 | INFO     | CAM-A4               | [Publicado] vol=  4 veh | vel= 29.2 km/h | semáforo=VERDE
2026-04-06T12:39:41 | INFO     | CAM-A4               | [Publicado] vol=  3 veh | vel= 26.0 km/h | semáforo=VERDE
2026-04-06T12:39:46 | INFO     | CAM-A4               | [Publicado] vol=  3 veh | vel= 30.2 km/h | semáforo=VERDE
2026-04-06T12:39:51 | INFO     | CAM-A4               | [Publicado] vol=  8 veh | vel= 38.3 km/h | semáforo=VERDE
2026-04-06T12:39:56 | INFO     | CAM-A4               | [Publicado] vol=  2 veh | vel= 49.4 km/h | semáforo=VERDE
2026-04-06T12:40:01 | INFO     | CAM-A4               | [Publicado] vol=  6 veh | vel= 46.5 km/h | semáforo=VERDE
