2026-04-06T12:22:10 | INFO     | GPS-A1               | Sensor iniciado | intersección=INT-A1 | intervalo=10s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | GPS-A1               | [Publicado] velocidad= 43.5 km/h | nivel=BAJA
2026-04-06T12:29:40 | INFO     | GPS-A1               | [Publicado] velocidad= 12.6 km/h | nivel=NORMAL
2026-04-06T12:29:50 | INFO     | GPS-A1               | [Publicado] velocidad= 40.8 km/h | nivel=BAJA
2026-04-06T12:30:00 | INFO     | GPS-A1               | [Publicado] velocidad= 25.2 km/h | nivel=NORMAL
2026-04-06T12:30:10 | INFO     | GPS-A1               | [Publicado] velocidad= 19.6 km/h | nivel=NORMAL
2026-04-06T12:30:20 | INFO     | GPS-A1               | [Publicado] velocidad= 26.2 km/h | nivel=NORMAL
2026-04-06T12:30:30 | INFO     | GPS-A1               | [Publicado] velocidad=  6.2 km/h | nivel=ALTA
2026-04-06T12:30:40 | INFO     | GPS-A1               | [Publicado] velocidad= 27.9 km/h | nivel=NORMAL
2026-04-06T12:30:50 | INFO     | GPS-A1               | [Publicado] velocidad= 10.5 km/h | nivel=NORMAL
2026-04-06T12:31:00 | INFO     | GPS-A1               | [Publicado] velocidad= 38.9 km/h | nivel=NORMAL
2026-04-06T12:31:10 | INFO     | GPS-A1               | [Publicado] velocidad= 41.7 km/h | nivel=BAJA
2026-04-06T12:31:20 | INFO     | GPS-A1               | [Publicado] velocidad= 36.2 km/h | nivel=NORMAL
2026-04-06T12:31:30 | INFO     | GPS-A1               | [Publicado] velocidad= 10.9 km/h | nivel=NORMAL
2026-04-06T12:31:40 | INFO     | GPS-A1               | [Publicado] velocidad= 17.9 km/h | nivel=NORMAL
2026-04-06T12:31:50 | INFO     | GPS-A1               | [Publicado] velocidad= 26.1 km/h | nivel=NORMAL
2026-04-06T12:32:00 | INFO     | GPS-A1               | [Publicado] velocidad= 26.8 km/h | nivel=NORMAL
2026-04-06T12:32:11 | INFO     | GPS-A1               | [Publicado] velocidad= 39.0 km/h | nivel=NORMAL
2026-04-06T12:32:21 | INFO     | GPS-A1               | [Publicado] velocidad=  5.8 km/h | nivel=ALTA
2026-04-06T12:32:31 | INFO     | GPS-A1               | [Publicado] velocidad= 13.0 km/h | nivel=NORMAL
2026-04-06T12:32:41 | INFO     | GPS-A1               | [Publicado] velocidad= 28.4 km/h | nivel=NORMAL
2026-04-06T12:32:51 | INFO     | GPS-A1               | [Publicado] velocidad= 32.6 km/h | nivel=NORMAL
2026-04-06T12:33:01 | INFO     | GPS-A1               | [Publicado] velocidad= 33.2 km/h | nivel=NORMAL
2026-04-06T12:33:11 | INFO     | GPS-A1               | [Publicado] velocidad= 22.1 km/h | nivel=NORMAL
2026-04-06T12:33:21 | INFO     | GPS-A1               | [Publicado] velocidad= 18.4 km/h | nivel=NORMAL
2026-04-06T12:33:31 | INFO     | GPS-A1               | [Publicado] velocidad= 38.4 km/h | nivel=NORMAL
2026-04-06T12:33:41 | INFO     | GPS-A1               | [Publicado] velocidad= 28.6 km/h | nivel=NORMAL
2026-04-06T12:33:51 | INFO     | GPS-A1               | [Publicado] velocidad= 33.1 km/h | nivel=NORMAL
2026-04-06T12:34:01 | INFO     | GPS-A1               | [Publicado] velocidad= 48.4 km/h | nivel=BAJA
2026-04-06T12:34:11 | INFO     | GPS-A1               | [Publicado] velocidad= 10.1 km/h | nivel=NORMAL
2026-04-06T12:34:21 | INFO     | GPS-A1               | [Publicado] velocidad= 35.2 km/h | nivel=NORMAL
2026-04-06T12:34:31 | INFO     | GPS-A1               | [Publicado] velocidad= 14.7 km/h | nivel=NORMAL
2026-04-06T12:34:41 | INFO     | GPS-A1               | [Publicado] velocidad= 11.8 km/h | nivel=NORMAL
2026-04-06T12:34:51 | INFO     | GPS-A1               | [Publicado] velocidad= 22.8 km/h | nivel=NORMAL
2026-04-06T12:35:01 | INFO     | GPS-A1               | [Publicado] velocidad= 27.6 km/h | nivel=NORMAL
2026-04-06T12:35:11 | INFO     | GPS-A1               | [Publicado] velocidad= 10.2 km/h | nivel=NORMAL
2026-04-06T12:35:21 | INFO     | GPS-A1               | [Publicado] velocidad= 32.5 km/h | nivel=NORMAL
2026-04-06T12:35:31 | INFO     | GPS-A1               | [Publicado] velocidad= 31.5 km/h | nivel=NORMAL
2026-04-06T12:35:41 | INFO     | GPS-A1               | [Publicado] velocidad= 33.7 km/h | nivel=NORMAL
2026-04-06T12:35:51 | INFO     | GPS-A1               | [Publicado] velocidad=  7.7 km/h | nivel=ALTA
2026-04-06T12:36:01 | INFO     | GPS-A1               | [Publicado] velocidad= 42.4 km/h | nivel=BAJA
2026-04-06T12:36:11 | INFO     | GPS-A1               | [Publicado] velocidad= 38.1 km/h | nivel=NORMAL
2026-04-06T12:36:21 | INFO     | GPS-A1               | [Publicado] velocidad= 24.6 km/h | nivel=NORMAL
2026-04-06T12:36:31 | INFO     | GPS-A1               | [Publicado] velocidad= 32.8 km/h | nivel=NORMAL
2026-04-06T12:36:41 | INFO     | GPS-A1               | [Publicado] velocidad= 31.1 km/h | nivel=NORMAL
2026-04-06T12:36:51 | INFO     | GPS-A1               | [Publicado] velocidad= 25.2 km/h | nivel=NORMAL
2026-04-06T12:37:01 | INFO     | GPS-A1               | [Publicado] velocidad= 19.7 km/h | nivel=NORMAL
2026-04-06T12:37:11 | INFO     | GPS-A1               | [Publicado] velocidad= 25.2 km/h | nivel=NORMAL
2026-04-06T12:37:21 | INFO     | GPS-A1               | [Publicado] velocidad= 14.9 km/h | nivel=NORMAL
2026-04-06T12:37:31 | INFO     | GPS-A1               | [Publicado] velocidad= 37.2 km/h | nivel=NORMAL
2026-04-06T12:37:41 | INFO     | GPS-A1               | [Publicado] velocidad= 33.2 km/h | nivel=NORMAL
2026-04-06T12:37:51 | INFO     | GPS-A1               | [Publicado] velocidad= 45.5 km/h | nivel=BAJA
2026-04-06T12:38:01 | INFO     | GPS-A1               | [Publicado] velocidad= 21.8 km/h | nivel=NORMAL
2026-04-06T12:38:11 | INFO     | GPS-A1               | [Publicado] velocidad= 43.4 km/h | nivel=BAJA
2026-04-06T12:38:21 | INFO     | GPS-A1               | [Publicado] velocidad= 33.8 km/h | nivel=NORMAL
2026-04-06T12:38:31 | INFO     | GPS-A1               | [Publicado] velocidad= 27.8 km/h | nivel=NORMAL
2026-04-06T12:38:41 | INFO     | GPS-A1               | [Publicado] velocidad= 33.2 km/h | nivel=NORMAL
2026-04-06T12:38:51 | INFO     | GPS-A1               | [Publicado] velocidad= 34.4 km/h | nivel=NORMAL
2026-04-06T12:39:01 | INFO     | GPS-A1               | [Publicado] velocidad= 27.4 km/h | nivel=NORMAL
2026-04-06T12:39:11 | INFO     | GPS-A1               | [Publicado] velocidad= 23.0 km/h | nivel=NORMAL
2026-04-06T12:39:21 | INFO     | GPS-A1               | [Publicado] velocidad= 25.4 km/h | nivel=NORMAL
2026-04-06T12:39:31 | INFO     | GPS-A1               | [Publicado] velocidad= 46.1 km/h | nivel=BAJA
2026-04-06T12:39:41 | INFO     | GPS-A1               | [Publicado] velocidad= 41.2 km/h | nivel=BAJA
2026-04-06T12:39:51 | INFO     | GPS-A1               | [Publicado] velocidad= 25.5 km/h | nivel=NORMAL
2026-04-06T12:40:01 | INFO     | GPS-A1               | [Publicado] velocidad= 34.1 km/h | nivel=NORMAL
2026-04-06T12:40:11 | INFO     | GPS-A1               | [Publicado] velocidad= 27.3 km/h | nivel=NORMAL
2026-04-06T12:40:21 | INFO     | GPS-A1               | [Publicado] velocidad= 44.9 km/h | nivel=BAJA
2026-04-06T12:40:31 | INFO     | GPS-A1               | [Publicado] velocidad= 20.5 km/h | nivel=NORMAL
2026-04-06T12:40:41 | INFO     | GPS-A1               | [Publicado] velocidad= 23.4 km/h | nivel=NORMAL
2026-04-06T12:40:51 | INFO     | GPS-A1               | [Publicado] velocidad= 28.8 km/h | nivel=NORMAL
2026-04-06T12:41:01 | INFO     | GPS-A1               | [Publicado] velocidad= 31.8 km/h | nivel=NORMAL
2026-04-06T12:41:11 | INFO     | GPS-A1               | [Publicado] velocidad= 20.3 km/h | nivel=NORMAL
2026-04-06T12:41:21 | INFO     | GPS-A1               | [Publicado] velocidad= 41.2 km/h | nivel=BAJA
2026-04-06T12:41:31 | INFO     | GPS-A1               | [Publicado] velocidad= 12.3 km/h | nivel=NORMAL
