2026-04-06T12:22:10 | INFO     | GPS-A4               | Sensor iniciado | intersección=INT-A4 | intervalo=10s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | GPS-A4               | [Publicado] velocidad= 24.2 km/h | nivel=NORMAL
2026-04-06T12:25:40 | INFO     | GPS-A4               | [Publicado] velocidad= 11.9 km/h | nivel=NORMAL
2026-04-06T12:25:50 | INFO     | GPS-A4               | [Publicado] velocidad= 16.1 km/h | nivel=NORMAL
2026-04-06T12:26:00 | INFO     | GPS-A4               | [Publicado] velocidad= 38.1 km/h | nivel=NORMAL
2026-04-06T12:26:10 | INFO     | GPS-A4               | [Publicado] velocidad= 43.1 km/h | nivel=BAJA
2026-04-06T12:26:20 | INFO     | GPS-A4               | [Publicado] velocidad= 44.0 km/h | nivel=BAJA
2026-04-06T12:26:30 | INFO     | GPS-A4               | [Publicado] velocidad= 34.3 km/h | nivel=NORMAL
2026-04-06T12:26:40 | INFO     | GPS-A4               | [Publicado] velocidad= 26.4 km/h | nivel=NORMAL
2026-04-06T12:26:50 | INFO     | GPS-A4               | [Publicado] velocidad= 16.2 km/h | nivel=NORMAL
2026-04-06T12:27:00 | INFO     | GPS-A4               | [Publicado] velocidad= 37.3 km/h | nivel=NORMAL
2026-04-06T12:27:10 | INFO     | GPS-A4               | [Publicado] velocidad= 15.3 km/h | nivel=NORMAL
2026-04-06T12:27:20 | INFO     | GPS-A4               | [Publicado] velocidad= 25.3 km/h | nivel=NORMAL
2026-04-06T12:27:30 | INFO     | GPS-A4               | [Publicado] velocidad= 18.6 km/h | nivel=NORMAL
2026-04-06T12:27:40 | INFO     | GPS-A4               | [Publicado] velocidad= 29.5 km/h | nivel=NORMAL
2026-04-06T12:27:50 | INFO     | GPS-A4               | [Publicado] velocidad= 28.9 km/h | nivel=NORMAL
2026-04-06T12:28:00 | INFO     | GPS-A4               | [Publicado] velocidad= 18.0 km/h | nivel=NORMAL
2026-04-06T12:28:10 | INFO     | GPS-A4               | [Publicado] velocidad=  4.9 km/h | nivel=ALTA
2026-04-06T12:28:20 | INFO     | GPS-A4               | [Publicado] velocidad= 38.5 km/h | nivel=NORMAL
2026-04-06T12:28:30 | INFO     | GPS-A4               | [Publicado] velocidad= 13.0 km/h | nivel=NORMAL
2026-04-06T12:28:40 | INFO     | GPS-A4               | [Publicado] velocidad= 36.6 km/h | nivel=NORMAL
2026-04-06T12:28:50 | INFO     | GPS-A4               | [Publicado] velocidad= 36.8 km/h | nivel=NORMAL
2026-04-06T12:29:00 | INFO     | GPS-A4               | [Publicado] velocidad=  8.0 km/h | nivel=ALTA
2026-04-06T12:29:10 | INFO     | GPS-A4               | [Publicado] velocidad= 31.1 km/h | nivel=NORMAL
2026-04-06T12:29:20 | INFO     | GPS-A4               | [Publicado] velocidad= 19.5 km/h | nivel=NORMAL
2026-04-06T12:29:30 | INFO     | GPS-A4               | [Publicado] velocidad= 25.7 km/h | nivel=NORMAL
2026-04-06T12:29:40 | INFO     | GPS-A4               | [Publicado] velocidad= 10.7 km/h | nivel=NORMAL
2026-04-06T12:29:50 | INFO     | GPS-A4               | [Publicado] velocidad= 23.5 km/h | nivel=NORMAL
2026-04-06T12:30:00 | INFO     | GPS-A4               | [Publicado] velocidad= 14.3 km/h | nivel=NORMAL
2026-04-06T12:30:10 | INFO     | GPS-A4               | [Publicado] velocidad= 26.6 km/h | nivel=NORMAL
2026-04-06T12:30:20 | INFO     | GPS-A4               | [Publicado] velocidad= 32.7 km/h | nivel=NORMAL
2026-04-06T12:30:30 | INFO     | GPS-A4               | [Publicado] velocidad= 22.6 km/h | nivel=NORMAL
2026-04-06T12:30:40 | INFO     | GPS-A4               | [Publicado] velocidad= 30.3 km/h | nivel=NORMAL
2026-04-06T12:30:50 | INFO     | GPS-A4               | [Publicado] velocidad= 30.9 km/h | nivel=NORMAL
2026-04-06T12:31:00 | INFO     | GPS-A4               | [Publicado] velocidad= 12.2 km/h | nivel=NORMAL
2026-04-06T12:31:10 | INFO     | GPS-A4               | [Publicado] velocidad= 21.9 km/h | nivel=NORMAL
2026-04-06T12:31:20 | INFO     | GPS-A4               | [Publicado] velocidad= 42.5 km/h | nivel=BAJA
2026-04-06T12:31:30 | INFO     | GPS-A4               | [Publicado] velocidad= 27.9 km/h | nivel=NORMAL
2026-04-06T12:31:40 | INFO     | GPS-A4               | [Publicado] velocidad= 40.1 km/h | nivel=BAJA
2026-04-06T12:31:50 | INFO     | GPS-A4               | [Publicado] velocidad= 31.4 km/h | nivel=NORMAL
2026-04-06T12:32:00 | INFO     | GPS-A4               | [Publicado] velocidad= 14.0 km/h | nivel=NORMAL
2026-04-06T12:32:10 | INFO     | GPS-A4               | [Publicado] velocidad= 31.5 km/h | nivel=NORMAL
2026-04-06T12:32:20 | INFO     | GPS-A4               | [Publicado] velocidad= 22.9 km/h | nivel=NORMAL
2026-04-06T12:32:30 | INFO     | GPS-A4               | [Publicado] velocidad= 39.8 km/h | nivel=BAJA
2026-04-06T12:32:40 | INFO     | GPS-A4               | [Publicado] velocidad= 21.6 km/h | nivel=NORMAL
2026-04-06T12:32:50 | INFO     | GPS-A4               | [Publicado] velocidad= 13.9 km/h | nivel=NORMAL
2026-04-06T12:33:00 | INFO     | GPS-A4               | [Publicado] velocidad= 45.6 km/h | nivel=BAJA
2026-04-06T12:33:10 | INFO     | GPS-A4               | [Publicado] velocidad= 11.5 km/h | nivel=NORMAL
2026-04-06T12:33:20 | INFO     | GPS-A4               | [Publicado] velocidad=  5.9 km/h | nivel=ALTA
2026-04-06T12:33:30 | INFO     | GPS-A4               | [Publicado] velocidad= 39.0 km/h | nivel=NORMAL
2026-04-06T12:33:40 | INFO     | GPS-A4               | [Publicado] velocidad= 36.5 km/h | nivel=NORMAL
2026-04-06T12:33:51 | INFO     | GPS-A4               | [Publicado] velocidad= 15.6 km/h | nivel=NORMAL
2026-04-06T12:34:01 | INFO     | GPS-A4               | [Publicado] velocidad= 39.7 km/h | nivel=BAJA
2026-04-06T12:34:11 | INFO     | GPS-A4               | [Publicado] velocidad= 22.0 km/h | nivel=NORMAL
2026-04-06T12:34:21 | INFO     | GPS-A4               | [Publicado] velocidad= 39.1 km/h | nivel=BAJA
2026-04-06T12:34:31 | INFO     | GPS-A4               | [Publicado] velocidad= 23.0 km/h | nivel=NORMAL
2026-04-06T12:34:41 | INFO     | GPS-A4               | [Publicado] velocidad= 39.1 km/h | nivel=BAJA
2026-04-06T12:34:51 | INFO     | GPS-A4               | [Publicado] velocidad= 34.4 km/h | nivel=NORMAL
2026-04-06T12:35:01 | INFO     | GPS-A4               | [Publicado] velocidad= 24.0 km/h | nivel=NORMAL
2026-04-06T12:35:11 | INFO     | GPS-A4               | [Publicado] velocidad= 12.7 km/h | nivel=NORMAL
2026-04-06T12:35:21 | INFO     | GPS-A4               | [Publicado] velocidad= 24.9 km/h | nivel=NORMAL
2026-04-06T12:35:31 | INFO     | GPS-A4               | [Publicado] velocidad= 11.4 km/h | nivel=NORMAL
2026-04-06T12:35:41 | INFO     | GPS-A4               | [Publicado] velocidad= 15.9 km/h | nivel=NORMAL
2026-04-06T12:35:51 | INFO     | GPS-A4               | [Publicado] velocidad= 25.5 km/h | nivel=NORMAL
2026-04-06T12:36:01 | INFO     | GPS-A4               | [Publicado] velocidad=  9.0 km/h | nivel=ALTA
2026-04-06T12:36:11 | INFO     | GPS-A4               | [Publicado] velocidad= 17.4 km/h | nivel=NORMAL
2026-04-06T12:36:21 | INFO     | GPS-A4               | [Publicado] velocidad= 27.4 km/h | nivel=NORMAL
2026-04-06T12:36:31 | INFO     | GPS-A4               | [Publicado] velocidad= 43.1 km/h | nivel=BAJA
2026-04-06T12:36:41 | INFO     | GPS-A4               | [Publicado] velocidad= 44.5 km/h | nivel=BAJA
2026-04-06T12:36:51 | INFO     | GPS-A4               | [Publicado] velocidad= 41.0 km/h | nivel=BAJA
2026-04-06T12:37:01 | INFO     | GPS-A4               | [Publicado] velocidad= 22.6 km/h | nivel=NORMAL
2026-04-06T12:37:11 | INFO     | GPS-A4               | [Publicado] velocidad= 15.9 km/h | nivel=NORMAL
2026-04-06T12:37:21 | INFO     | GPS-A4               | [Publicado] velocidad= 15.7 km/h | nivel=NORMAL
2026-04-06T12:37:31 | INFO     | GPS-A4               | [Publicado] velocidad= 22.9 km/h | nivel=NORMAL
2026-04-06T12:37:41 | INFO     | GPS-A4               | [Publicado] velocidad=  7.0 km/h | nivel=ALTA
2026-04-06T12:37:51 | INFO     | GPS-A4               | [Publicado] velocidad= 15.9 km/h | nivel=NORMAL
2026-04-06T12:38:01 | INFO     | GPS-A4               | [Publicado] velocidad= 28.4 km/h | nivel=NORMAL
2026-04-06T12:38:11 | INFO     | GPS-A4               | [Publicado] velocidad= 20.7 km/h | nivel=NORMAL
2026-04-06T12:38:21 | INFO     | GPS-A4               | [Publicado] velocidad= 25.0 km/h | nivel=NORMAL
2026-04-06T12:38:31 | INFO     | GPS-A4               | [Publicado] velocidad= 11.3 km/h | nivel=NORMAL
2026-04-06T12:38:41 | INFO     | GPS-A4               | [Publicado] velocidad= 25.5 km/h | nivel=NORMAL
2026-04-06T12:38:51 | INFO     | GPS-A4               | [Publicado] velocidad= 41.6 km/h | nivel=BAJA
2026-04-06T12:39:01 | INFO     | GPS-A4               | [Publicado] velocidad= 23.5 km/h | nivel=NORMAL
2026-04-06T12:39:11 | INFO     | GPS-A4               | [Publicado] velocidad= 11.7 km/h | nivel=NORMAL
2026-04-06T12:39:21 | INFO     | GPS-A4               | [Publicado] velocidad= 43.9 km/h | nivel=BAJA
2026-04-06T12:39:31 | INFO     | GPS-A4               | [Publicado] velocidad= 37.0 km/h | nivel=NORMAL
2026-04-06T12:39:41 | INFO     | GPS-A4               | [Publicado] velocidad= 10.4 km/h | nivel=NORMAL
2026-04-06T12:39:51 | INFO     | GPS-A4               | [Publicado] velocidad= 31.1 km/h | nivel=NORMAL
2026-04-06T12:40:01 | INFO     | GPS-A4               | [Publicado] velocidad= 33.2 km/h | nivel=NORMAL
2026-04-06T12:40:11 | INFO     | GPS-A4               | [Publicado] velocidad= 24.7 km/h | nivel=NORMAL
2026-04-06T12:40:21 | INFO     | GPS-A4               | [Publicado] velocidad= 12.2 km/h | nivel=NORMAL
2026-04-06T12:40:31 | INFO     | GPS-A4               | [Publicado] velocidad= 43.0 km/h | nivel=BAJA
2026-04-06T12:40:41 | INFO     | GPS-A4               | [Publicado] velocidad= 24.4 km/h | nivel=NORMAL
2026-04-06T12:40:51 | INFO     | GPS-A4               | [Publicado] velocidad= 27.8 km/h | nivel=NORMAL
2026-04-06T12:41:01 | INFO     | GPS-A4               | [Publicado] velocidad= 31.3 km/h | nivel=NORMAL
2026-04-06T12:41:11 | INFO     | GPS-A4               | [Publicado] velocidad= 38.6 km/h | nivel=NORMAL
2026-04-06T12:41:21 | INFO     | GPS-A4               | [Publicado] velocidad= 36.2 km/h | nivel=NORMAL
2026-04-06T12:41:31 | INFO     | GPS-A4               | [Publicado] velocidad= 38.8 km/h | nivel=NORMAL
