2026-04-06T12:22:10 | INFO     | GPS-E3               | Sensor iniciado | intersección=INT-E3 | intervalo=10s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | GPS-E3               | [Publicado] velocidad= 21.7 km/h | nivel=NORMAL
2026-04-06T12:26:30 | INFO     | GPS-E3               | [Publicado] velocidad= 16.6 km/h | nivel=NORMAL
2026-04-06T12:26:40 | INFO     | GPS-E3               | [Publicado] velocidad= 36.1 km/h | nivel=NORMAL
2026-04-06T12:26:50 | INFO     | GPS-E3               | [Publicado] velocidad= 41.2 km/h | nivel=BAJA
2026-04-06T12:27:00 | INFO     | GPS-E3               | [Publicado] velocidad= 42.7 km/h | nivel=BAJA
2026-04-06T12:27:10 | INFO     | GPS-E3               | [Publicado] velocidad= 40.2 km/h | nivel=BAJA
2026-04-06T12:27:20 | INFO     | GPS-E3               | [Publicado] velocidad= 35.5 km/h | nivel=NORMAL
2026-04-06T12:27:30 | INFO     | GPS-E3               | [Publicado] velocidad= 35.1 km/h | nivel=NORMAL
2026-04-06T12:27:40 | INFO     | GPS-E3               | [Publicado] velocidad= 17.5 km/h | nivel=NORMAL
2026-04-06T12:27:50 | INFO     | GPS-E3               | [Publicado] velocidad= 46.7 km/h | nivel=BAJA
2026-04-06T12:28:00 | INFO     | GPS-E3               | [Publicado] velocidad= 40.9 km/h | nivel=BAJA
2026-04-06T12:28:10 | INFO     | GPS-E3               | [Publicado] velocidad= 39.8 km/h | nivel=BAJA
2026-04-06T12:28:20 | INFO     | GPS-E3               | [Publicado] velocidad= 35.2 km/h | nivel=NORMAL
2026-04-06T12:28:30 | INFO     | GPS-E3               | [Publicado] velocidad= 27.2 km/h | nivel=NORMAL
2026-04-06T12:28:40 | INFO     | GPS-E3               | [Publicado] velocidad= 38.7 km/h | nivel=NORMAL
2026-04-06T12:28:50 | INFO     | GPS-E3               | [Publicado] velocidad= 36.1 km/h | nivel=NORMAL
2026-04-06T12:29:00 | INFO     | GPS-E3               | [Publicado] velocidad= 22.5 km/h | nivel=NORMAL
2026-04-06T12:29:10 | INFO     | GPS-E3               | [Publicado] velocidad= 27.1 km/h | nivel=NORMAL
2026-04-06T12:29:21 | INFO     | GPS-E3               | [Publicado] velocidad= 26.6 km/h | nivel=NORMAL
2026-04-06T12:29:31 | INFO     | GPS-E3               | [Publicado] velocidad= 41.5 km/h | nivel=BAJA
2026-04-06T12:29:41 | INFO     | GPS-E3               | [Publicado] velocidad= 40.6 km/h | nivel=BAJA
2026-04-06T12:29:51 | INFO     | GPS-E3               | [Publicado] velocidad= 28.3 km/h | nivel=NORMAL
2026-04-06T12:30:01 | INFO     | GPS-E3               | [Publicado] velocidad= 18.4 km/h | nivel=NORMAL
2026-04-06T12:30:11 | INFO     | GPS-E3               | [Publicado] velocidad= 19.4 km/h | nivel=NORMAL
2026-04-06T12:30:21 | INFO     | GPS-E3               | [Publicado] velocidad=  8.7 km/h | nivel=ALTA
2026-04-06T12:30:31 | INFO     | GPS-E3               | [Publicado] velocidad=  7.5 km/h | nivel=ALTA
2026-04-06T12:30:41 | INFO     | GPS-E3               | [Publicado] velocidad= 34.5 km/h | nivel=NORMAL
2026-04-06T12:30:51 | INFO     | GPS-E3               | [Publicado] velocidad= 43.3 km/h | nivel=BAJA
2026-04-06T12:31:01 | INFO     | GPS-E3               | [Publicado] velocidad= 26.8 km/h | nivel=NORMAL
2026-04-06T12:31:11 | INFO     | GPS-E3               | [Publicado] velocidad= 49.4 km/h | nivel=BAJA
2026-04-06T12:31:21 | INFO     | GPS-E3               | [Publicado] velocidad= 14.4 km/h | nivel=NORMAL
2026-04-06T12:31:31 | INFO     | GPS-E3               | [Publicado] velocidad= 23.5 km/h | nivel=NORMAL
2026-04-06T12:31:41 | INFO     | GPS-E3               | [Publicado] velocidad= 23.3 km/h | nivel=NORMAL
2026-04-06T12:31:51 | INFO     | GPS-E3               | [Publicado] velocidad= 39.5 km/h | nivel=BAJA
2026-04-06T12:32:01 | INFO     | GPS-E3               | [Publicado] velocidad= 14.2 km/h | nivel=NORMAL
2026-04-06T12:32:11 | INFO     | GPS-E3               | [Publicado] velocidad= 38.4 km/h | nivel=NORMAL
2026-04-06T12:32:21 | INFO     | GPS-E3               | [Publicado] velocidad= 21.6 km/h | nivel=NORMAL
2026-04-06T12:32:31 | INFO     | GPS-E3               | [Publicado] velocidad= 18.0 km/h | nivel=NORMAL
2026-04-06T12:32:41 | INFO     | GPS-E3               | [Publicado] velocidad= 27.9 km/h | nivel=NORMAL
2026-04-06T12:32:51 | INFO     | GPS-E3               | [Publicado] velocidad= 34.7 km/h | nivel=NORMAL
2026-04-06T12:33:01 | INFO     | GPS-E3               | [Publicado] velocidad= 35.1 km/h | nivel=NORMAL
2026-04-06T12:33:11 | INFO     | GPS-E3               | [Publicado] velocidad= 16.2 km/h | nivel=NORMAL
2026-04-06T12:33:21 | INFO     | GPS-E3               | [Publicado] velocidad= 42.1 km/h | nivel=BAJA
2026-04-06T12:33:31 | INFO     | GPS-E3               | [Publicado] velocidad= 23.9 km/h | nivel=NORMAL
2026-04-06T12:33:41 | INFO     | GPS-E3               | [Publicado] velocidad= 34.7 km/h | nivel=NORMAL
2026-04-06T12:33:51 | INFO     | GPS-E3               | [Publicado] velocidad= 20.7 km/h | nivel=NORMAL
2026-04-06T12:34:01 | INFO     | GPS-E3               | [Publicado] velocidad= 23.5 km/h | nivel=NORMAL
2026-04-06T12:34:11 | INFO     | GPS-E3               | [Publicado] velocidad= 27.6 km/h | nivel=NORMAL
2026-04-06T12:34:21 | INFO     | GPS-E3               | [Publicado] velocidad= 43.2 km/h | nivel=BAJA
2026-04-06T12:34:31 | INFO     | GPS-E3               | [Publicado] velocidad= 27.6 km/h | nivel=NORMAL
2026-04-06T12:34:41 | INFO     | GPS-E3               | [Publicado] velocidad= 30.9 km/h | nivel=NORMAL
2026-04-06T12:34:51 | INFO     | GPS-E3               | [Publicado] velocidad= 23.7 km/h | nivel=NORMAL
2026-04-06T12:35:01 | INFO     | GPS-E3               | [Publicado] velocidad= 38.5 km/h | nivel=NORMAL
2026-04-06T12:35:11 | INFO     | GPS-E3               | [Publicado] velocidad= 29.4 km/h | nivel=NORMAL
2026-04-06T12:35:21 | INFO     | GPS-E3               | [Publicado] velocidad= 33.7 km/h | nivel=NORMAL
2026-04-06T12:35:31 | INFO     | GPS-E3               | [Publicado] velocidad= 26.7 km/h | nivel=NORMAL
2026-04-06T12:35:41 | INFO     | GPS-E3               | [Publicado] velocidad= 20.5 km/h | nivel=NORMAL
2026-04-06T12:35:51 | INFO     | GPS-E3               | [Publicado] velocidad= 17.4 km/h | nivel=NORMAL
2026-04-06T12:36:01 | INFO     | GPS-E3               | [Publicado] velocidad= 17.7 km/h | nivel=NORMAL
2026-04-06T12:36:11 | INFO     | GPS-E3               | [Publicado] velocidad= 20.7 km/h | nivel=NORMAL
2026-04-06T12:36:21 | INFO     | GPS-E3               | [Publicado] velocidad= 21.4 km/h | nivel=NORMAL
2026-04-06T12:36:31 | INFO     | GPS-E3               | [Publicado] velocidad= 18.9 km/h | nivel=NORMAL
2026-04-06T12:36:41 | INFO     | GPS-E3               | [Publicado] velocidad= 26.5 km/h | nivel=NORMAL
2026-04-06T12:36:51 | INFO     | GPS-E3               | [Publicado] velocidad= 20.2 km/h | nivel=NORMAL
2026-04-06T12:37:01 | INFO     | GPS-E3               | [Publicado] velocidad= 23.3 km/h | nivel=NORMAL
2026-04-06T12:37:11 | INFO     | GPS-E3               | [Publicado] velocidad= 33.6 km/h | nivel=NORMAL
2026-04-06T12:37:21 | INFO     | GPS-E3               | [Publicado] velocidad= 18.1 km/h | nivel=NORMAL
2026-04-06T12:37:31 | INFO     | GPS-E3               | [Publicado] velocidad= 32.6 km/h | nivel=NORMAL
2026-04-06T12:37:41 | INFO     | GPS-E3               | [Publicado] velocidad= 17.9 km/h | nivel=NORMAL
2026-04-06T12:37:51 | INFO     | GPS-E3               | [Publicado] velocidad=  8.1 km/h | nivel=ALTA
2026-04-06T12:38:01 | INFO     | GPS-E3               | [Publicado] velocidad=  9.6 km/h | nivel=ALTA
2026-04-06T12:38:11 | INFO     | GPS-E3               | [Publicado] velocidad= 35.7 km/h | nivel=NORMAL
2026-04-06T12:38:21 | INFO     | GPS-E3               | [Publicado] velocidad= 19.5 km/h | nivel=NORMAL
2026-04-06T12:38:31 | INFO     | GPS-E3               | [Publicado] velocidad= 38.2 km/h | nivel=NORMAL
2026-04-06T12:38:41 | INFO     | GPS-E3               | [Publicado] velocidad= 24.6 km/h | nivel=NORMAL
2026-04-06T12:38:51 | INFO     | GPS-E3               | [Publicado] velocidad= 39.4 km/h | nivel=BAJA
2026-04-06T12:39:01 | INFO     | GPS-E3               | [Publicado] velocidad= 44.9 km/h | nivel=BAJA
2026-04-06T12:39:11 | INFO     | GPS-E3               | [Publicado] velocidad= 19.1 km/h | nivel=NORMAL
2026-04-06T12:39:21 | INFO     | GPS-E3               | [Publicado] velocidad= 23.2 km/h | nivel=NORMAL
2026-04-06T12:39:31 | INFO     | GPS-E3               | [Publicado] velocidad= 36.4 km/h | nivel=NORMAL
2026-04-06T12:39:41 | INFO     | GPS-E3               | [Publicado] velocidad= 32.8 km/h | nivel=NORMAL
2026-04-06T12:39:51 | INFO     | GPS-E3               | [Publicado] velocidad= 35.1 km/h | nivel=NORMAL
2026-04-06T12:40:01 | INFO     | GPS-E3               | [Publicado] velocidad= 31.7 km/h | nivel=NORMAL
2026-04-06T12:40:11 | INFO     | GPS-E3               | [Publicado] velocidad= 22.9 km/h | nivel=NORMAL
2026-04-06T12:40:21 | INFO     | GPS-E3               | [Publicado] velocidad= 31.3 km/h | nivel=NORMAL
2026-04-06T12:40:31 | INFO     | GPS-E3               | [Publicado] velocidad= 18.1 km/h | nivel=NORMAL
2026-04-06T12:40:41 | INFO     | GPS-E3               | [Publicado] velocidad= 34.9 km/h | nivel=NORMAL
2026-04-06T12:40:51 | INFO     | GPS-E3               | [Publicado] velocidad= 34.5 km/h | nivel=NORMAL
2026-04-06T12:41:01 | INFO     | GPS-E3               | [Publicado] velocidad= 17.8 km/h | nivel=NORMAL
2026-04-06T12:41:11 | INFO     | GPS-E3               | [Publicado] velocidad= 29.6 km/h | nivel=NORMAL
2026-04-06T12:41:21 | INFO     | GPS-E3               | [Publicado] velocidad= 13.7 km/h | nivel=NORMAL
2026-04-06T12:41:31 | INFO     | GPS-E3               | [Publicado] velocidad= 26.6 km/h | nivel=NORMAL
