2026-04-06T12:22:10 | INFO     | GPS-D4               | Sensor iniciado | intersección=INT-D4 | intervalo=10s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | GPS-D4               | [Publicado] velocidad= 24.4 km/h | nivel=NORMAL
2026-04-06T12:36:01 | INFO     | GPS-D4               | [Publicado] velocidad= 39.2 km/h | nivel=BAJA
2026-04-06T12:36:11 | INFO     | GPS-D4               | [Publicado] velocidad= 41.3 km/h | nivel=BAJA
2026-04-06T12:36:21 | INFO     | GPS-D4               | [Publicado] velocidad= 33.5 km/h | nivel=NORMAL
2026-04-06T12:36:31 | INFO     | GPS-D4               | [Publicado] velocidad= 40.2 km/h | nivel=BAJA
2026-04-06T12:36:41 | INFO     | GPS-D4               | [Publicado] velocidad= 19.1 km/h | nivel=NORMAL
2026-04-06T12:36:51 | INFO     | GPS-D4               | [Publicado] velocidad= 42.6 km/h | nivel=BAJA
2026-04-06T12:37:01 | INFO     | GPS-D4               | [Publicado] velocidad= 39.2 km/h | nivel=BAJA
2026-04-06T12:37:11 | INFO     | GPS-D4               | [Publicado] velocidad= 34.7 km/h | nivel=NORMAL
2026-04-06T12:37:21 | INFO     | GPS-D4               | [Publicado] velocidad= 13.8 km/h | nivel=NORMAL
2026-04-06T12:37:31 | INFO     | GPS-D4               | [Publicado] velocidad= 28.2 km/h | nivel=NORMAL
2026-04-06T12:37:41 | INFO     | GPS-D4               | [Publicado] velocidad= 17.0 km/h | nivel=NORMAL
2026-04-06T12:37:51 | INFO     | GPS-D4               | [Publicado] velocidad= 27.7 km/h | nivel=NORMAL
2026-04-06T12:38:01 | INFO     | GPS-D4               | [Publicado] velocidad= 13.7 km/h | nivel=NORMAL
2026-04-06T12:38:11 | INFO     | GPS-D4               | [Publicado] velocidad= 20.6 km/h | nivel=NORMAL
2026-04-06T12:38:21 | INFO     | GPS-D4               | [Publicado] velocidad= 18.4 km/h | nivel=NORMAL
2026-04-06T12:38:31 | INFO     | GPS-D4               | [Publicado] velocidad= 19.0 km/h | nivel=NORMAL
2026-04-06T12:38:41 | INFO     | GPS-D4               | [Publicado] velocidad= 32.4 km/h | nivel=NORMAL
2026-04-06T12:38:51 | INFO     | GPS-D4               | [Publicado] velocidad= 16.1 km/h | nivel=NORMAL
2026-04-06T12:39:01 | INFO     | GPS-D4               | [Publicado] velocidad= 22.9 km/h | nivel=NORMAL
2026-04-06T12:39:11 | INFO     | GPS-D4               | [Publicado] velocidad= 16.0 km/h | nivel=NORMAL
2026-04-06T12:39:21 | INFO     | GPS-D4               | [Publicado] velocidad= 25.1 km/h | nivel=NORMAL
2026-04-06T12:39:31 | INFO     | GPS-D4               | [Publicado] velocidad= 13.2 km/h | nivel=NORMAL
2026-04-06T12:39:41 | INFO     | GPS-D4               | [Publicado] velocidad= 23.7 km/h | nivel=NORMAL
2026-04-06T12:39:51 | INFO     | GPS-D4               | [Publicado] velocidad= 17.2 km/h | nivel=NORMAL
2026-04-06T12:40:01 | INFO     | GPS-D4               | [Publicado] velocidad= 16.8 km/h | nivel=NORMAL
2026-04-06T12:40:11 | INFO     | GPS-D4               | [Publicado] velocidad= 41.2 km/h | nivel=BAJA
2026-04-06T12:40:21 | INFO     | GPS-D4               | [Publicado] velocidad= 11.6 km/h | nivel=NORMAL
2026-04-06T12:40:31 | INFO     | GPS-D4               | [Publicado] velocidad= 22.5 km/h | nivel=NORMAL
2026-04-06T12:40:41 | INFO     | GPS-D4               | [Publicado] velocidad= 16.0 km/h | nivel=NORMAL
2026-04-06T12:40:51 | INFO     | GPS-D4               | [Publicado] velocidad= 20.9 km/h | nivel=NORMAL
2026-04-06T12:41:01 | INFO     | GPS-D4               | [Publicado] velocidad= 45.0 km/h | nivel=BAJA
2026-04-06T12:41:11 | INFO     | GPS-D4               | [Publicado] velocidad= 36.0 km/h | nivel=NORMAL
2026-04-06T12:41:21 | INFO     | GPS-D4               | [Publicado] velocidad= 37.6 km/h | nivel=NORMAL
2026-04-06T12:41:31 | INFO     | GPS-D4               | [Publicado] velocidad= 17.4 km/h | nivel=NORMAL
