2026-04-06T12:22:10 | INFO     | GPS-E4               | Sensor iniciado | intersección=INT-E4 | intervalo=10s | broker=10.43.99.128:5555
2026-04-06T12:22:10 | INFO     | GPS-E4               | [Publicado] velocidad= 30.5 km/h | nivel=NORMAL
2026-04-06T12:26:00 | INFO     | GPS-E4               | [Publicado] velocidad= 14.0 km/h | nivel=NORMAL
2026-04-06T12:26:10 | INFO     | GPS-E4               | [Publicado] velocidad= 39.4 km/h | nivel=BAJA
2026-04-06T12:26:20 | INFO     | GPS-E4               | [Publicado] velocidad= 14.1 km/h | nivel=NORMAL
2026-04-06T12:26:30 | INFO     | GPS-E4               | [Publicado] velocidad= 33.5 km/h | nivel=NORMAL
2026-04-06T12:26:40 | INFO     | GPS-E4               | [Publicado] velocidad= 24.1 km/h | nivel=NORMAL
2026-04-06T12:26:50 | INFO     | GPS-E4               | [Publicado] velocidad= 15.1 km/h | nivel=NORMAL
2026-04-06T12:27:00 | INFO     | GPS-E4               | [Publicado] velocidad= 44.0 km/h | nivel=BAJA
2026-04-06T12:27:10 | INFO     | GPS-E4               | [Publicado] velocidad= 30.4 km/h | nivel=NORMAL
2026-04-06T12:27:20 | INFO     | GPS-E4               | [Publicado] velocidad= 38.6 km/h | nivel=NORMAL
2026-04-06T12:27:30 | INFO     | GPS-E4               | [Publicado] velocidad= 35.1 km/h | nivel=NORMAL
2026-04-06T12:27:40 | INFO     | GPS-E4               | [Publicado] velocidad=  8.7 km/h | nivel=ALTA
2026-04-06T12:27:50 | INFO     | GPS-E4               | [Publicado] velocidad= 35.5 km/h | nivel=NORMAL
2026-04-06T12:28:00 | INFO     | GPS-E4               | [Publicado] velocidad= 28.9 km/h | nivel=NORMAL
2026-04-06T12:28:10 | INFO     | GPS-E4               | [Publicado] velocidad= 35.3 km/h | nivel=NORMAL
2026-04-06T12:28:20 | INFO     | GPS-E4               | [Publicado] velocidad= 26.5 km/h | nivel=NORMAL
2026-04-06T12:28:30 | INFO     | GPS-E4               | [Publicado] velocidad= 21.0 km/h | nivel=NORMAL
2026-04-06T12:28:40 | INFO     | GPS-E4               | [Publicado] velocidad= 40.6 km/h | nivel=BAJA
2026-04-06T12:28:50 | INFO     | GPS-E4               | [Publicado] velocidad= 16.8 km/h | nivel=NORMAL
2026-04-06T12:29:00 | INFO     | GPS-E4               | [Publicado] velocidad= 24.2 km/h | nivel=NORMAL
2026-04-06T12:29:10 | INFO     | GPS-E4               | [Publicado] velocidad= 42.0 km/h | nivel=BAJA
2026-04-06T12:29:20 | INFO     | GPS-E4               | [Publicado] velocidad=  9.9 km/h | nivel=ALTA
2026-04-06T12:29:30 | INFO     | GPS-E4               | [Publicado] velocidad= 14.5 km/h | nivel=NORMAL
2026-04-06T12:29:40 | INFO     | GPS-E4               | [Publicado] velocidad= 29.8 km/h | nivel=NORMAL
2026-04-06T12:29:50 | INFO     | GPS-E4               | [Publicado] velocidad= 42.4 km/h | nivel=BAJA
2026-04-06T12:30:00 | INFO     | GPS-E4               | [Publicado] velocidad= 17.0 km/h | nivel=NORMAL
2026-04-06T12:30:10 | INFO     | GPS-E4               | [Publicado] velocidad= 45.3 km/h | nivel=BAJA
2026-04-06T12:30:21 | INFO     | GPS-E4               | [Publicado] velocidad= 33.1 km/h | nivel=NORMAL
2026-04-06T12:30:31 | INFO     | GPS-E4               | [Publicado] velocidad= 38.3 km/h | nivel=NORMAL
2026-04-06T12:30:41 | INFO     | GPS-E4               | [Publicado] velocidad= 21.2 km/h | nivel=NORMAL
2026-04-06T12:30:51 | INFO     | GPS-E4               | [Publicado] velocidad= 22.7 km/h | nivel=NORMAL
2026-04-06T12:31:01 | INFO     | GPS-E4               | [Publicado] velocidad=  7.3 km/h | nivel=ALTA
2026-04-06T12:31:11 | INFO     | GPS-E4               | [Publicado] velocidad= 45.3 km/h | nivel=BAJA
2026-04-06T12:31:21 | INFO     | GPS-E4               | [Publicado] velocidad= 36.4 km/h | nivel=NORMAL
2026-04-06T12:31:31 | INFO     | GPS-E4               | [Publicado] velocidad= 11.9 km/h | nivel=NORMAL
2026-04-06T12:31:41 | INFO     | GPS-E4               | [Publicado] velocidad= 13.9 km/h | nivel=NORMAL
2026-04-06T12:31:51 | INFO     | GPS-E4               | [Publicado] velocidad= 10.8 km/h | nivel=NORMAL
2026-04-06T12:32:01 | INFO     | GPS-E4               | [Publicado] velocidad= 40.0 km/h | nivel=BAJA
2026-04-06T12:32:11 | INFO     | GPS-E4               | [Publicado] velocidad= 28.9 km/h | nivel=NORMAL
2026-04-06T12:32:21 | INFO     | GPS-E4               | [Publicado] velocidad= 26.3 km/h | nivel=NORMAL
2026-04-06T12:32:31 | INFO     | GPS-E4               | [Publicado] velocidad= 16.8 km/h | nivel=NORMAL
2026-04-06T12:32:41 | INFO     | GPS-E4               | [Publicado] velocidad= 27.8 km/h | nivel=NORMAL
2026-04-06T12:32:51 | INFO     | GPS-E4               | [Publicado] velocidad= 25.4 km/h | nivel=NORMAL
2026-04-06T12:33:01 | INFO     | GPS-E4               | [Publicado] velocidad= 23.7 km/h | nivel=NORMAL
2026-04-06T12:33:11 | INFO     | GPS-E4               | [Publicado] velocidad= 34.7 km/h | nivel=NORMAL
2026-04-06T12:33:21 | INFO     | GPS-E4               | [Publicado] velocidad= 37.9 km/h | nivel=NORMAL
2026-04-06T12:33:31 | INFO     | GPS-E4               | [Publicado] velocidad= 33.2 km/h | nivel=NORMAL
2026-04-06T12:33:41 | INFO     | GPS-E4               | [Publicado] velocidad= 22.8 km/h | nivel=NORMAL
2026-04-06T12:33:51 | INFO     | GPS-E4               | [Publicado] velocidad= 28.1 km/h | nivel=NORMAL
2026-04-06T12:34:01 | INFO     | GPS-E4               | [Publicado] velocidad= 32.1 km/h | nivel=NORMAL
2026-04-06T12:34:11 | INFO     | GPS-E4               | [Publicado] velocidad= 36.7 km/h | nivel=NORMAL
2026-04-06T12:34:21 | INFO     | GPS-E4               | [Publicado] velocidad= 28.9 km/h | nivel=NORMAL
2026-04-06T12:34:31 | INFO     | GPS-E4               | [Publicado] velocidad= 43.2 km/h | nivel=BAJA
2026-04-06T12:34:41 | INFO     | GPS-E4               | [Publicado] velocidad= 43.2 km/h | nivel=BAJA
2026-04-06T12:34:51 | INFO     | GPS-E4               | [Publicado] velocidad= 21.2 km/h | nivel=NORMAL
2026-04-06T12:35:01 | INFO     | GPS-E4               | [Publicado] velocidad=  7.8 km/h | nivel=ALTA
2026-04-06T12:35:11 | INFO     | GPS-E4               | [Publicado] velocidad= 38.8 km/h | nivel=NORMAL
2026-04-06T12:35:21 | INFO     | GPS-E4               | [Publicado] velocidad= 30.0 km/h | nivel=NORMAL
2026-04-06T12:35:31 | INFO     | GPS-E4               | [Publicado] velocidad= 12.2 km/h | nivel=NORMAL
2026-04-06T12:35:41 | INFO     | GPS-E4               | [Publicado] velocidad= 12.4 km/h | nivel=NORMAL
2026-04-06T12:35:51 | INFO     | GPS-E4               | [Publicado] velocidad= 27.9 km/h | nivel=NORMAL
2026-04-06T12:36:01 | INFO     | GPS-E4               | [Publicado] velocidad= 24.3 km/h | nivel=NORMAL
2026-04-06T12:36:11 | INFO     | GPS-E4               | [Publicado] velocidad= 28.6 km/h | nivel=NORMAL
2026-04-06T12:36:21 | INFO     | GPS-E4               | [Publicado] velocidad= 20.7 km/h | nivel=NORMAL
2026-04-06T12:36:31 | INFO     | GPS-E4               | [Publicado] velocidad= 29.9 km/h | nivel=NORMAL
2026-04-06T12:36:41 | INFO     | GPS-E4               | [Publicado] velocidad= 11.8 km/h | nivel=NORMAL
2026-04-06T12:36:51 | INFO     | GPS-E4               | [Publicado] velocidad= 39.3 km/h | nivel=BAJA
2026-04-06T12:37:01 | INFO     | GPS-E4               | [Publicado] velocidad= 27.3 km/h | nivel=NORMAL
2026-04-06T12:37:11 | INFO     | GPS-E4               | [Publicado] velocidad= 30.5 km/h | nivel=NORMAL
2026-04-06T12:37:21 | INFO     | GPS-E4               | [Publicado] velocidad= 12.6 km/h | nivel=NORMAL
2026-04-06T12:37:31 | INFO     | GPS-E4               | [Publicado] velocidad= 33.2 km/h | nivel=NORMAL
2026-04-06T12:37:41 | INFO     | GPS-E4               | [Publicado] velocidad= 38.7 km/h | nivel=NORMAL
2026-04-06T12:37:51 | INFO     | GPS-E4               | [Publicado] velocidad= 31.9 km/h | nivel=NORMAL
2026-04-06T12:38:01 | INFO     | GPS-E4               | [Publicado] velocidad= 33.5 km/h | nivel=NORMAL
2026-04-06T12:38:11 | INFO     | GPS-E4               | [Publicado] velocidad= 39.0 km/h | nivel=NORMAL
2026-04-06T12:38:21 | INFO     | GPS-E4               | [Publicado] velocidad= 12.0 km/h | nivel=NORMAL
2026-04-06T12:38:31 | INFO     | GPS-E4               | [Publicado] velocidad=  9.9 km/h | nivel=ALTA
2026-04-06T12:38:41 | INFO     | GPS-E4               | [Publicado] velocidad= 29.4 km/h | nivel=NORMAL
2026-04-06T12:38:51 | INFO     | GPS-E4               | [Publicado] velocidad= 34.0 km/h | nivel=NORMAL
2026-04-06T12:39:01 | INFO     | GPS-E4               | [Publicado] velocidad= 43.4 km/h | nivel=BAJA
2026-04-06T12:39:11 | INFO     | GPS-E4               | [Publicado] velocidad= 13.5 km/h | nivel=NORMAL
2026-04-06T12:39:21 | INFO     | GPS-E4               | [Publicado] velocidad= 41.4 km/h | nivel=BAJA
2026-04-06T12:39:31 | INFO     | GPS-E4               | [Publicado] velocidad= 34.0 km/h | nivel=NORMAL
2026-04-06T12:39:41 | INFO     | GPS-E4               | [Publicado] velocidad= 23.8 km/h | nivel=NORMAL
2026-04-06T12:39:51 | INFO     | GPS-E4               | [Publicado] velocidad= 11.6 km/h | nivel=NORMAL
2026-04-06T12:40:01 | INFO     | GPS-E4               | [Publicado] velocidad= 37.0 km/h | nivel=NORMAL
2026-04-06T12:40:11 | INFO     | GPS-E4               | [Publicado] velocidad= 25.5 km/h | nivel=NORMAL
2026-04-06T12:40:21 | INFO     | GPS-E4               | [Publicado] velocidad= 38.8 km/h | nivel=NORMAL
2026-04-06T12:40:31 | INFO     | GPS-E4               | [Publicado] velocidad= 29.8 km/h | nivel=NORMAL
2026-04-06T12:40:41 | INFO     | GPS-E4               | [Publicado] velocidad= 23.0 km/h | nivel=NORMAL
2026-04-06T12:40:51 | INFO     | GPS-E4               | [Publicado] velocidad= 45.6 km/h | nivel=BAJA
2026-04-06T12:41:01 | INFO     | GPS-E4               | [Publicado] velocidad= 26.8 km/h | nivel=NORMAL
2026-04-06T12:41:11 | INFO     | GPS-E4               | [Publicado] velocidad= 16.9 km/h | nivel=NORMAL
2026-04-06T12:41:21 | INFO     | GPS-E4               | [Publicado] velocidad= 18.5 km/h | nivel=NORMAL
2026-04-06T12:41:31 | INFO     | GPS-E4               | [Publicado] velocidad= 19.9 km/h | nivel=NORMAL
